POmtg542_1:1	sorry	FI(FI)	sorry
POmtg542_241:6	_0	PA(PA)	
POmtg542_241:7	and	CC(CC)	and
POmtg542_241:8	that	DT(DT)	that
POmtg542_241:9	's	VBS(VBS)	be
POmtg542_241:10	the	DT(DT)	the
POmtg542_241:11	important	JJ(JJ)	important
POmtg542_241:12	part	NN(NN)	part
POmtg542_241:13	of	IN(IN)	of
POmtg542_241:14	it	PP(PP)	it
POmtg542_241:15	we	PP(PP)	we
POmtg542_241:16	get	VVP(VVP)	get
POmtg542_241:17	from	IN(IN)	from
POmtg542_241:18	the	DT(DT)	the
POmtg542_241:19	general	NN(NN)	general
POmtg542_241:20	assembly	NN(NN)	assembly
POmtg542_241:21	a	DT(DT)	a
POmtg542_241:22	mandate	NN(NN)	mandate
POmtg542_241:23	_1	PA(PA)	
POmtg542_241:24	and	CC(CC)	and
POmtg542_241:25	with	IN(IN)	with
POmtg542_241:26	that	DT(DT)	that
POmtg542_241:27	mandate	NN(NN)	mandate
POmtg542_241:28	then	RB(RB)	then
POmtg542_241:29	we	PP(PP)	we
POmtg542_241:30	just	RB(RB)	just
POmtg542_241:31	go	VVP(VVP)	go
POmtg542_241:32	out	RB(RB)	out
POmtg542_241:33	and	CC(CC)	and
POmtg542_241:34	_1	PA(PA)	
POmtg542_241:35	share	VVP(VVP)	share
POmtg542_241:36	with	IN(IN)	with
POmtg542_241:37	the	DT(DT)	the
POmtg542_241:38	world	NN(NN)	world
POmtg542_241:39	_0	PA(PA)	
POmtg542_241:40	our	PP$(PP$)	we
POmtg542_241:41	great	JJ(JJ)	great
POmtg542_241:42	thoughts	NNS(NNS)	thought
POmtg542_241:43	on	IN(IN)	on
POmtg542_241:44	on	IN(IN)	on
POmtg542_241:45	this	DT(DT)	this
POmtg542_241:46	_0	PA(PA)	

POmtg542_242:1	mhm	RE(RE)	mhm

POmtg542_243:1	that	DT(DT)	that
POmtg542_243:2	was	VBD(VBD)	be
POmtg542_243:3	what	WP(WP)	what
POmtg542_243:4	a_[S2]	NP(NP)	
POmtg542_243:5	suggested	VVD(VVD)	suggest
POmtg542_243:6	earlier	RBR(RBR)	early
POmtg542_243:7	today	RB(RB)	today
POmtg542_243:8	and	CC(CC)	and
POmtg542_243:9	i	PP(PP)	i
POmtg542_243:10	think	VVP(VVP)	think
POmtg542_243:11	that	DT(DT)	that
POmtg542_243:12	's	VBS(VBS)	be
POmtg542_243:13	that	DT(DT)	that
POmtg542_243:14	's	VBS(VBS)	be
POmtg542_243:15	the	DT(DT)	the
POmtg542_243:16	proper	JJ(JJ)	proper
POmtg542_243:17	way	NN(NN)	way
POmtg542_243:18	of	IN(IN)	of
POmtg542_243:19	doing	VVG(VVG)	do
POmtg542_243:20	it	PP(PP)	it
POmtg542_243:21	_0	PA(PA)	

POmtg542_244:1	yah	RE(RE)	yah

POmtg542_245:1	mhm	RE(RE)	mhm

POmtg542_246:1	xx	UNI(UNI)	

POmtg542_247:1	yeah	RE(RE)	yeah

POmtg542_248:1	hhh	BR(BR)	

POmtg542_249:1	so	DM(DM)	so
POmtg542_249:2	what	WP(WP)	what
POmtg542_249:3	what	WP(WP)	what
POmtg542_249:4	i-	XX(XX)	
POmtg542_249:5	i-	XX(XX)	
POmtg542_249:6	tha-	XX(XX)	
POmtg542_249:7	as	IN(IN)	as
POmtg542_249:8	i	PP(PP)	i
POmtg542_249:9	s-	XX(XX)	
POmtg542_249:10	tha-	XX(XX)	
POmtg542_249:11	that	DT(DT)	that
POmtg542_249:12	's	VBS(VBS)	be
POmtg542_249:13	what	WP(WP)	what
POmtg542_249:14	i	PP(PP)	i
POmtg542_249:15	'm	VBP(VBP)	be
POmtg542_249:16	trying	VVG(VVG)	try
POmtg542_249:17	to	TO(TO)	to
POmtg542_249:18	say	VV(VV)	say
POmtg542_249:19	a_[S3]	NP(NP)	
POmtg542_249:20	that	IN(IN)	that

POmtg542_250:1	mhm	RE(RE)	mhm
POmtg542_250:2	_0	PA(PA)	

POmtg542_251:1	@@	LA(LA)	
POmtg542_251:2	the	DT(DT)	the
POmtg542_251:3	criteria	NNS(NNS)	criterion
POmtg542_251:4	of	IN(IN)	of
POmtg542_251:5	relevance	NN(NN)	relevance
POmtg542_251:6	of	IN(IN)	of
POmtg542_251:7	what	WP(WP)	what
POmtg542_251:8	the	DT(DT)	the
POmtg542_251:9	documents	NNS(NNS)	document
POmtg542_251:10	for	IN(IN)	for
POmtg542_251:11	the	DT(DT)	the
POmtg542_251:12	twenty	CD(CD)	twenty
POmtg542_251:13	was	VBD(VBD)	be
POmtg542_251:14	the	DT(DT)	the
POmtg542_251:15	sixth	JJ(JJ)	sixth
POmtg542_251:16	may	NP(NP)	may
POmtg542_251:17	_1	PA(PA)	
POmtg542_251:18	meeting	VVG(NN)	meet/meeting
POmtg542_251:19	is	VBZ(VBZ)	be
POmtg542_251:20	that	IN(IN)	that
POmtg542_251:21	it	PP(PP)	it
POmtg542_251:22	can	MD(MD)	can
POmtg542_251:23	stand	VV(VV)	stand
POmtg542_251:24	_0	PA(PA)	
POmtg542_251:25	the	DT(DT)	the
POmtg542_251:26	_0	PA(PA)	
POmtg542_251:27	test	NN(NN)	test
POmtg542_251:28	of	IN(IN)	of
POmtg542_251:29	being	VBG(VBG)	be
POmtg542_251:30	present	JJ(JJ)	present
POmtg542_251:31	because	IN(IN)	because
POmtg542_251:32	_1	PA(PA)	
POmtg542_251:33	we	PP(PP)	we
POmtg542_251:34	have	VHP(VHP)	have
POmtg542_251:35	to	TO(TO)	to
POmtg542_251:36	face	VV(VV)	face
POmtg542_251:37	it	PP(PP)	it
POmtg542_251:38	here	RB(RB)	here
POmtg542_251:39	we	PP(PP)	we
POmtg542_251:40	have	VHP(VHP)	have
POmtg542_251:41	been	VBN(VBN)	be
POmtg542_251:42	sitting	VVG(VVG)	sit
POmtg542_251:43	hh	BR(BR)	
POmtg542_251:44	ooph	UH(UH)	ooph
POmtg542_251:45	_0	PA(PA)	
POmtg542_251:46	six	CD(CD)	six
POmtg542_251:47	people	NNS(NNS)	people
POmtg542_251:48	_0	PA(PA)	
POmtg542_251:49	er	UH(UH)	er
POmtg542_251:50	_0	PA(PA)	
POmtg542_251:51	five	CD(CD)	five
POmtg542_251:52	sorry	FI(FI)	sorry
POmtg542_251:53	_0	PA(PA)	
POmtg542_251:54	should	MD(MD)	shall
POmtg542_251:55	have	VH(VH)	have
POmtg542_251:56	been	VBN(VBN)	be
POmtg542_251:57	six	CD(CD)	six
POmtg542_251:58	_0	PA(PA)	

POmtg542_252:1	hm	RE(RE)	hm

POmtg542_253:1	and	CC(CC)	and
POmtg542_253:2	and	CC(CC)	and
POmtg542_253:3	_0	PA(PA)	
POmtg542_253:4	consider	VV(VV)	consider
POmtg542_253:5	the	DT(DT)	the
POmtg542_253:6	kind	NN(NN)	kind
POmtg542_253:7	of	IN(IN)	of
POmtg542_253:8	discussion	NN(NN)	discussion
POmtg542_253:9	we	PP(PP)	we
POmtg542_253:10	have	VHP(VHP)	have
POmtg542_253:11	had	VHN(VHN)	have
POmtg542_253:12	_0	PA(PA)	
POmtg542_253:13	with	IN(IN)	with
POmtg542_253:14	our	PP$(PP$)	we
POmtg542_253:15	experiences	NNS(NNS)	experience
POmtg542_253:16	and	CC(CC)	and
POmtg542_253:17	what	WP(WP)	what
POmtg542_253:18	may	MD(MD)	may
POmtg542_253:19	be	VB(VB)	be
POmtg542_253:20	the	DT(DT)	the
POmtg542_253:21	result	NN(NN)	result
POmtg542_253:22	then	RB(RB)	then
POmtg542_253:23	of	IN(IN)	of
POmtg542_253:24	introducing	VVG(VVG)	introduce
POmtg542_253:25	these	DT(DT)	these
POmtg542_253:26	_1	PA(PA)	
POmtg542_253:27	rather	RB(RB)	rather
POmtg542_253:28	difficult	JJ(JJ)	difficult
POmtg542_253:29	things	NNS(NNS)	thing
POmtg542_253:30	to	IN(IN)	to
POmtg542_253:31	forty-fou-	XX(XX)	
POmtg542_253:32	-one	XX(XX)	
POmtg542_253:33	agency	NN(NN)	agency
POmtg542_253:34	members	NNS(NNS)	member
POmtg542_253:35	_0	PA(PA)	
POmtg542_253:36	plus	IN(IN)	plus
POmtg542_253:37	governments	NNS(NNS)	government
POmtg542_253:38	_0	PA(PA)	
POmtg542_253:39	that	DT(DT)	that
POmtg542_253:40	's	VBS(VBS)	be
POmtg542_253:41	going	VVG(VVG)	go
POmtg542_253:42	to	TO(TO)	to
POmtg542_253:43	be	VB(VB)	be
POmtg542_253:44	fascinating	JJ(JJ)	fascinating
POmtg542_253:45	i	PP(DM)	i
POmtg542_253:46	mean	VVP(DM)	mean
POmtg542_253:47	_0	PA(PA)	
POmtg542_253:48	there	EX(EX)	there
POmtg542_253:49	'll	MD(MD)	will
POmtg542_253:50	be	VB(VB)	be
POmtg542_253:51	_0	PA(PA)	
POmtg542_253:52	everyone	NN(NN)	everyone
POmtg542_253:53	will	MD(MD)	will
POmtg542_253:54	do	VV(VV)	do
POmtg542_253:55	be	VB(VB)	be
POmtg542_253:56	much	RB(RB)	much
POmtg542_253:57	worse	JJR(JJR)	bad
POmtg542_253:58	than	IN(IN)	than
POmtg542_253:59	i	PP(PP)	i
POmtg542_253:60	have	VHP(VHP)	have
POmtg542_253:61	been	VBN(VBN)	be
POmtg542_253:62	in	IN(IN)	in
POmtg542_253:63	coming	VVG(VVG)	come
POmtg542_253:64	in	IN(IN)	in
POmtg542_253:65	with	IN(IN)	with
POmtg542_253:66	their	PP$(PP$)	they
POmtg542_253:67	own	JJ(JJ)	own
POmtg542_253:68	very	RB(RB)	very
POmtg542_253:69	national	JJ(JJ)	national
POmtg542_253:70	interpretations	NNS(NNS)	interpretation
POmtg542_253:71	of	IN(IN)	of
POmtg542_253:72	this	DT(DT)	this
POmtg542_253:73	thing	NN(NN)	thing
POmtg542_253:74	_0	PA(PA)	

POmtg542_254:1	@	LA(LA)	

POmtg542_255:1	so	DM(DM)	so
POmtg542_255:2	er	UH(UH)	er
POmtg542_255:3	it	PP(PP)	it
POmtg542_255:4	's	VBS(VBS)	be
POmtg542_255:5	going	VVG(VVG)	go
POmtg542_255:6	to	TO(TO)	to
POmtg542_255:7	be	VB(VB)	be
POmtg542_255:8	_1	PA(PA)	
POmtg542_255:9	the	DT(DT)	the
POmtg542_255:10	only	JJ(JJ)	only
POmtg542_255:11	way	NN(NN)	way
POmtg542_255:12	we	PP(PP)	we
POmtg542_255:13	can	MD(MD)	can
POmtg542_255:14	handle	VV(VV)	handle
POmtg542_255:15	this	DT(DT)	this
POmtg542_255:16	is	VBZ(VBZ)	be
POmtg542_255:17	to	TO(TO)	to
POmtg542_255:18	be	VB(VB)	be
POmtg542_255:19	as	RB(RB)	as
POmtg542_255:20	precise	JJ(JJ)	precise
POmtg542_255:21	and	CC(CC)	and
POmtg542_255:22	_1	PA(PA)	
POmtg542_255:23	clear	JJ(JJ)	clear
POmtg542_255:24	in	IN(IN)	in
POmtg542_255:25	our	PP$(PP$)	we
POmtg542_255:26	arguments	NNS(NNS)	argument
POmtg542_255:27	a-	XX(XX)	
POmtg542_255:28	as	IN(IN)	as
POmtg542_255:29	possible	JJ(JJ)	possible
POmtg542_255:30	so	DM(DM)	so
POmtg542_255:31	_0	PA(PA)	
POmtg542_255:32	a_[S2]	NP(NP)	
POmtg542_255:33	_0	PA(PA)	
POmtg542_255:34	and	CC(CC)	and
POmtg542_255:35	that	DT(DT)	that
POmtg542_255:36	's	VBS(VBS)	be
POmtg542_255:37	what	WP(WP)	what
POmtg542_255:38	i	PP(PP)	i
POmtg542_255:39	've	VHP(VHP)	have
POmtg542_255:40	been	VBN(VBN)	be
POmtg542_255:41	trying	VVG(VVG)	try
POmtg542_255:42	to	TO(TO)	to
POmtg542_255:43	say	VV(VV)	say
POmtg542_255:44	all	DT(DT)	all
POmtg542_255:45	of	IN(IN)	of
POmtg542_255:46	the	DT(DT)	the
POmtg542_255:47	time	NN(NN)	time
POmtg542_255:48	that	IN(IN)	that
POmtg542_255:49	_1	PA(PA)	

POmtg542_256:1	yeah	RE(RE)	yeah

POmtg542_257:1	what	WP(WP)	what
POmtg542_257:2	i	PP(PP)	i
POmtg542_257:3	'm	VBP(VBP)	be
POmtg542_257:4	slightly	RB(RB)	slightly
POmtg542_257:5	worried	JJ(JJ)	worried
POmtg542_257:6	about	IN(IN)	about
POmtg542_257:7	working	VVG(NN)	work/working
POmtg542_257:8	group	NN(NN)	group
POmtg542_257:9	two	CD(CD)	two
POmtg542_257:10	is	VBZ(VBZ)	be
POmtg542_257:11	that	IN(IN)	that
POmtg542_257:12	it	PP(PP)	it
POmtg542_257:13	's	VBS(VBS)	be
POmtg542_257:14	mo-	XX(XX)	
POmtg542_257:15	mostly	RB(RB)	mostly
POmtg542_257:16	the	DT(DT)	the
POmtg542_257:17	conclusions	NNS(NNS)	conclusion
POmtg542_257:18	of	IN(IN)	of
POmtg542_257:19	the	DT(DT)	the
POmtg542_257:20	work	NN(NN)	work
POmtg542_257:21	is	VBZ(VBZ)	be
POmtg542_257:22	not	RB(RB)	not
POmtg542_257:23	so	RB(RB)	so
POmtg542_257:24	much	JJ(JJ)	much
POmtg542_257:25	the	DT(DT)	the
POmtg542_257:26	premises	NNS(NNS)	premise
POmtg542_257:27	_0	PA(PA)	
POmtg542_257:28	so	DM(DM)	so
POmtg542_257:29	we	PP(PP)	we
POmtg542_257:30	have	VHP(VHP)	have
POmtg542_257:31	to	TO(TO)	to
POmtg542_257:32	make	VV(VV)	make
POmtg542_257:33	the	DT(DT)	the
POmtg542_257:34	premises	NNS(NNS)	premise
POmtg542_257:35	very	RB(RB)	very
POmtg542_257:36	very	RB(RB)	very
POmtg542_257:37	clear	JJ(JJ)	clear
POmtg542_257:38	_0	PA(PA)	
POmtg542_257:39	for	IN(IN)	for
POmtg542_257:40	the	DT(DT)	the
POmtg542_257:41	kind	NN(NN)	kind
POmtg542_257:42	of	IN(IN)	of
POmtg542_257:43	discussion	NN(NN)	discussion
POmtg542_257:44	we	PP(PP)	we
POmtg542_257:45	're	VBP(VBP)	be
POmtg542_257:46	going	VVG(VVG)	go
POmtg542_257:47	to	TO(TO)	to
POmtg542_257:48	have	VH(VH)	have
POmtg542_257:49	in	IN(IN)	in
POmtg542_257:50	finland	NP(NP)	finland
POmtg542_257:51	_0	PA(PA)	
POmtg542_257:52	in	IN(IN)	in
POmtg542_257:53	the	DT(DT)	the
POmtg542_257:54	general	NN(NN)	general
POmtg542_257:55	assembly	NN(NN)	assembly
POmtg542_257:56	_2	PA(PA)	
POmtg542_257:57	suppose	VV(VV)	suppose
POmtg542_257:58	that	IN(IN)	that
POmtg542_257:59	we	PP(PP)	we
POmtg542_257:60	we	PP(PP)	we
POmtg542_257:61	still	RB(RB)	still
POmtg542_257:62	have	VHP(VHP)	have
POmtg542_257:63	an	DT(DT)	a
POmtg542_257:64	agenda	NN(NN)	agenda
POmtg542_257:65	problem	NN(NN)	problem
POmtg542_257:66	though	RB(RB)	though
POmtg542_257:67	that	IN(IN)	that
POmtg542_257:68	we	PP(PP)	we
POmtg542_257:69	must	MD(MD)	must
POmtg542_257:70	look	VV(VV)	look
POmtg542_257:71	into	IN(IN)	into
POmtg542_257:72	this	DT(DT)	this
POmtg542_257:73	_0	PA(PA)	

POmtg542_258:1	yah	RE(RE)	yah

POmtg542_259:1	you	PP(PP)	you
POmtg542_259:2	may	MD(MD)	may
POmtg542_259:3	you	PP(PP)	you
POmtg542_259:4	may	MD(MD)	may
POmtg542_259:5	have	VH(VH)	have
POmtg542_259:6	to	TO(TO)	to
POmtg542_259:7	skip	VV(VV)	skip
POmtg542_259:8	that	DT(DT)	that
POmtg542_259:9	minister	NN(NN)	minister
POmtg542_259:10	of	IN(IN)	of
POmtg542_259:11	education	NN(NN)	education

POmtg542_260:1	@@@	LA(LA)	

POmtg542_261:1	yes	RE(RE)	yes

POmtg542_262:1	@@	LA(LA)	

POmtg542_263:1	@	LA(LA)	
POmtg542_263:2	that	DT(DT)	that
POmtg542_263:3	that	DT(DT)	that
POmtg542_263:4	that	DT(DT)	that
POmtg542_263:5	's	VBS(VBS)	be
POmtg542_263:6	the	DT(DT)	the
POmtg542_263:7	only	JJ(JJ)	only
POmtg542_263:8	item	NN(NN)	item
POmtg542_263:9	we	PP(PP)	we
POmtg542_263:10	ca	MD(MD)	can
POmtg542_263:11	n't	RB(RB)	not
POmtg542_263:12	skip	VV(VV)	skip
POmtg542_263:13	yes	RE(RE)	yes

POmtg542_264:1	@@@@@@@@	LA(LA)	

POmtg542_265:1	@@@@	LA(LA)	

POmtg542_266:1	but	CC(CC)	but
POmtg542_266:2	st-	XX(XX)	
POmtg542_266:3	but	CC(CC)	but
POmtg542_266:4	still	RB(RB)	still
POmtg542_266:5	i	PP(PP)	i
POmtg542_266:6	ha-	XX(XX)	
POmtg542_266:7	have	VHP(VHP)	have
POmtg542_266:8	a	DT(DT)	a
POmtg542_266:9	question	NN(NN)	question
POmtg542_266:10	i	PP(PP)	i
POmtg542_266:11	'm	VBP(VBP)	be
POmtg542_266:12	not	RB(RB)	not
POmtg542_266:13	quite	RB(RB)	quite
POmtg542_266:14	sure	JJ(JJ)	sure
POmtg542_266:15	er	UH(UH)	er
POmtg542_266:16	you	PP(PP)	you
POmtg542_266:17	mentioned	VVD(VVD)	mention
POmtg542_266:18	_0	PA(PA)	

POmtg542_267:1	yah	RE(RE)	yah

POmtg542_268:1	one	CD(CD)	one
POmtg542_268:2	when	WRB(WRB)	when
POmtg542_268:3	would	MD(MD)	will
POmtg542_268:4	you	PP(PP)	you
POmtg542_268:5	plan	VV(VV)	plan
POmtg542_268:6	to	TO(TO)	to
POmtg542_268:7	_1	PA(PA)	
POmtg542_268:8	hh	BR(BR)	
POmtg542_268:9	to	TO(TO)	to
POmtg542_268:10	send	VV(VV)	send
POmtg542_268:11	o-	XX(XX)	
POmtg542_268:12	out	RB(RB)	out
POmtg542_268:13	the	DT(DT)	the
POmtg542_268:14	documents	NNS(NNS)	document
POmtg542_268:15	for	IN(IN)	for
POmtg542_268:16	the	DT(DT)	the
POmtg542_268:17	general	NN(NN)	general
POmtg542_268:18	assembly	NN(NN)	assembly
POmtg542_268:19	_0	PA(PA)	
POmtg542_268:20	to	IN(IN)	to
POmtg542_268:21	the	DT(DT)	the
POmtg542_268:22	membership	NN(NN)	membership
POmtg542_268:23	of	IN(IN)	of
POmtg542_268:24	a_[org1]	NP(NP)	

POmtg542_269:1	the	DT(DT)	the
POmtg542_269:2	er	UH(UH)	er
POmtg542_269:3	_1	PA(PA)	
POmtg542_269:4	the	DT(DT)	the
POmtg542_269:5	er	UH(UH)	er
POmtg542_269:6	_1	PA(PA)	
POmtg542_269:7	the	DT(DT)	the
POmtg542_269:8	basic	JJ(JJ)	basic
POmtg542_269:9	documents	NNS(NNS)	document
POmtg542_269:10	will	MD(MD)	will
POmtg542_269:11	need	VV(VV)	need
POmtg542_269:12	to	TO(TO)	to
POmtg542_269:13	be	VB(VB)	be
POmtg542_269:14	sent	VVN(VVN)	send
POmtg542_269:15	before	IN(IN)	before
POmtg542_269:16	our	PP$(PP$)	we
POmtg542_269:17	next	JJ(JJ)	next
POmtg542_269:18	meeting	VVG(NN)	meet/meeting
POmtg542_269:19	_0	PA(PA)	
POmtg542_269:20	before	IN(IN)	before
POmtg542_269:21	before	IN(IN)	before
POmtg542_269:22	may	NP(NP)	may
POmtg542_269:23	t-	XX(XX)	
POmtg542_269:24	twenty-six	CD(NN)	twenty-six
POmtg542_269:25	absolutely	RB(RB)	absolutely
POmtg542_269:26	_1	PA(PA)	

POmtg542_270:1	xx	UNI(UNI)	

POmtg542_271:1	that	DT(DT)	that
POmtg542_271:2	's	VBS(VBS)	be
POmtg542_271:3	o-	XX(XX)	
POmtg542_271:4	that	DT(DT)	that
POmtg542_271:5	's	VBS(VBS)	be
POmtg542_271:6	okay	JJ(JJ)	okay
POmtg542_271:7	but	CC(CC)	but
POmtg542_271:8	how	WRB(WRB)	how
POmtg542_271:9	about	IN(IN)	about
POmtg542_271:10	our	PP$(PP$)	we
POmtg542_271:11	document	NN(NN)	document
POmtg542_271:12	then	RB(RB)	then

POmtg542_272:1	yeah	RE(RE)	yeah
POmtg542_272:2	_0	PA(PA)	

POmtg542_273:1	will	MD(MD)	will
POmtg542_273:2	that	DT(DT)	that
POmtg542_273:3	be	VB(VB)	be
POmtg542_273:4	er	UH(UH)	er

POmtg542_274:1	very	RB(RB)	very
POmtg542_274:2	very	RB(RB)	very
POmtg542_274:3	close	RB(RB)	close
POmtg542_274:4	to	IN(IN)	to
POmtg542_274:5	the	DT(DT)	the
POmtg542_274:6	general	NN(NN)	general
POmtg542_274:7	assembly	NN(NN)	assembly
POmtg542_274:8	and	CC(CC)	and
POmtg542_274:9	we	PP(PP)	we
POmtg542_274:10	just	RB(RB)	just
POmtg542_274:11	advertise	VVP(VVP)	advertise
POmtg542_274:12	it	PP(PP)	it
POmtg542_274:13	to	IN(IN)	to
POmtg542_274:14	the	DT(DT)	the
POmtg542_274:15	members	NNS(NNS)	member
POmtg542_274:16	that	IN(IN)	that
POmtg542_274:17	_1	PA(PA)	
POmtg542_274:18	er	UH(UH)	er
POmtg542_274:19	we	PP(PP)	we
POmtg542_274:20	have	VHP(VHP)	have
POmtg542_274:21	_0	PA(PA)	
POmtg542_274:22	punished	VVN(VVN)	punish
POmtg542_274:23	ourselves	PP(PP)	we
POmtg542_274:24	to	TO(TO)	to
POmtg542_274:25	have	VH(VH)	have
POmtg542_274:26	something	NN(NN)	something
POmtg542_274:27	available	JJ(JJ)	available
POmtg542_274:28	for	IN(IN)	for
POmtg542_274:29	them	PP(PP)	they
POmtg542_274:30	but	CC(CC)	but
POmtg542_274:31	er	UH(UH)	er
POmtg542_274:32	_0	PA(PA)	
POmtg542_274:33	and	CC(CC)	and
POmtg542_274:34	i	PP(PP)	i
POmtg542_274:35	'm	VBP(VBP)	be
POmtg542_274:36	sure	JJ(JJ)	sure
POmtg542_274:37	i	PP(DM)	i
POmtg542_274:38	mean	VVP(DM)	mean
POmtg542_274:39	al-	XX(XX)	
POmtg542_274:40	everyone	NN(NN)	everyone
POmtg542_274:41	of	IN(IN)	of
POmtg542_274:42	them	PP(PP)	they
POmtg542_274:43	will	MD(MD)	will
POmtg542_274:44	realize	VV(VV)	realize
POmtg542_274:45	that	IN(IN)	that
POmtg542_274:46	we	PP(PP)	we
POmtg542_274:47	have	VHP(VHP)	have
POmtg542_274:48	er	UH(UH)	er
POmtg542_274:49	in	IN(IN)	in
POmtg542_274:50	fact	NN(NN)	fact
POmtg542_274:51	been	VBN(VBN)	be
POmtg542_274:52	very	RB(RB)	very
POmtg542_274:53	_1	PA(PA)	
POmtg542_274:54	er	UH(UH)	er
POmtg542_274:55	hard-working	JJ(JJ)	hard-working
POmtg542_274:56	if	IN(IN)	if
POmtg542_274:57	we	PP(PP)	we
POmtg542_274:58	by	IN(IN)	by
POmtg542_274:59	_0	PA(PA)	
POmtg542_274:60	third	JJ(JJ)	third
POmtg542_274:61	fourth	JJ(JJ)	fourth
POmtg542_274:62	june	NP(NP)	june
POmtg542_274:63	can	MD(MD)	can
POmtg542_274:64	present	VV(VV)	present
POmtg542_274:65	what	WP(WP)	what
POmtg542_274:66	is	VBZ(VBZ)	be
POmtg542_274:67	in	IN(IN)	in
POmtg542_274:68	_1	PA(PA)	
POmtg542_274:69	essence	NN(NN)	essence
POmtg542_274:70	_0	PA(PA)	
POmtg542_274:71	er	UH(UH)	er
POmtg542_274:72	the	DT(DT)	the
POmtg542_274:73	fulfilment	NN(NN)	fulfilment
POmtg542_274:74	of	IN(IN)	of
POmtg542_274:75	the	DT(DT)	the
POmtg542_274:76	mandate	NN(NN)	mandate
POmtg542_274:77	_0	PA(PA)	
POmtg542_274:78	er	UH(UH)	er
POmtg542_274:79	more	JJR(JJR)	more
POmtg542_274:80	than	IN(IN)	than
POmtg542_274:81	e-	XX(XX)	
POmtg542_274:82	half	PDT(PDT)	half
POmtg542_274:83	a	DT(DT)	a
POmtg542_274:84	year	NN(NN)	year
POmtg542_274:85	before	IN(IN)	before
POmtg542_274:86	the	DT(DT)	the
POmtg542_274:87	presentation	NN(NN)	presentation
POmtg542_274:88	yeah	RE(RE)	yeah
POmtg542_274:89	_0	PA(PA)	

POmtg542_275:1	it	PP(PP)	it
POmtg542_275:2	's	VBS(VBS)	be
POmtg542_275:3	just	RB(RB)	just
POmtg542_275:4	me	PP(PP)	i
POmtg542_275:5	_0	PA(PA)	
POmtg542_275:6	can	MD(MD)	can
POmtg542_275:7	i	PP(PP)	i
POmtg542_275:8	er	UH(UH)	er
POmtg542_275:9	borrow	VV(VV)	borrow
POmtg542_275:10	er	UH(UH)	er
POmtg542_275:11	a_[S5]	NP(NP)	
POmtg542_275:12	for	IN(IN)	for
POmtg542_275:13	just	RB(RB)	just
POmtg542_275:14	two	CD(CD)	two
POmtg542_275:15	seconds	NNS(NNS)	second

POmtg542_276:1	well	DM(DM)	well
POmtg542_276:2	we	PP(PP)	we
POmtg542_276:3	're	VBP(VBP)	be
POmtg542_276:4	finishing	VVG(VVG)	finish
POmtg542_276:5	in	IN(IN)	in
POmtg542_276:6	two	CD(CD)	two
POmtg542_276:7	minutes	NNS(NNS)	minute
POmtg542_276:8	_0	PA(PA)	

POmtg542_277:1	okay	RE(RE)	okay
POmtg542_277:2	so	DM(DM)	so
POmtg542_277:3	if	IN(IN)	if
POmtg542_277:4	you	PP(PP)	you
POmtg542_277:5	erm	UH(UH)	erm
POmtg542_277:6	but	CC(CC)	but
POmtg542_277:7	do	VVP(VVP)	do
POmtg542_277:8	you	PP(PP)	you
POmtg542_277:9	know	VV(VV)	know
POmtg542_277:10	where	WRB(WRB)	where
POmtg542_277:11	my	PP$(PP$)	i
POmtg542_277:12	office	NN(NN)	office
POmtg542_277:13	is	VBZ(VBZ)	be
POmtg542_277:14	i	PP(PP)	i
POmtg542_277:15	just	RB(RB)	just
POmtg542_277:16	have	VHP(VHP)	have
POmtg542_277:17	to	TO(TO)	to

POmtg542_278:1	i	PP(PP)	i
POmtg542_278:2	i	PP(PP)	i
POmtg542_278:3	borrowed	VVD(VVD)	borrow
POmtg542_278:4	it	PP(PP)	it
POmtg542_278:5	a	RB(RB)	a
POmtg542_278:6	little	RB(RB)	little
POmtg542_278:7	bit	RB(RB)	bit
POmtg542_278:8	earlier	RBR(RBR)	early
POmtg542_278:9	thank	FI(FI)	thank
POmtg542_278:10	you	FI(FI)	you
POmtg542_278:11	yes	RE(RE)	yes
POmtg542_278:12	i	PP(PP)	i
POmtg542_278:13	'll	MD(MD)	will
POmtg542_278:14	i	PP(PP)	i
POmtg542_278:15	'll	MD(MD)	will
POmtg542_278:16	be	VB(VB)	be
POmtg542_278:17	there	RB(RB)	there

POmtg542_279:1	yeah	RE(RE)	yeah

POmtg542_280:1	@@@@	LA(LA)	

POmtg542_281:1	because	IN(IN)	because
POmtg542_281:2	i	PP(PP)	i
POmtg542_281:3	just	RB(RB)	just
POmtg542_281:4	need	VVP(VVP)	need
POmtg542_281:5	to	TO(TO)	to
POmtg542_281:6	ask	VV(VV)	ask
POmtg542_281:7	you	PP(PP)	you
POmtg542_281:8	a	DT(DT)	a
POmtg542_281:9	quick	JJ(JJ)	quick
POmtg542_281:10	question	NN(NN)	question
POmtg542_281:11	about	IN(IN)	about
POmtg542_281:12	the	DT(DT)	the
POmtg542_281:13	nordic	JJ(JJ)	nordic
POmtg542_281:14	network	NN(NN)	network
POmtg542_281:15	meeting	VVG(NN)	meet/meeting
POmtg542_281:16	_0	PA(PA)	

POmtg542_282:1	fine	JJ(JJ)	fine
