POwgd449_1:1	language	NN(NN)	language
POwgd449_360:5	_0	PA(PA)	
POwgd449_360:6	ten	CD(CD)	ten
POwgd449_360:7	minutes	NNS(NNS)	minute
POwgd449_360:8	_0	PA(PA)	

POwgd449_361:1	ten	CD(CD)	ten
POwgd449_361:2	minutes	NNS(NNS)	minute
POwgd449_361:3	people	NNS(NNS)	people
POwgd449_361:4	_3	PA(PA)	
POwgd449_361:5	i	PP(PP)	i
POwgd449_361:6	still	RB(RB)	still
POwgd449_361:7	have	VHP(VHP)	have
POwgd449_361:8	to	TO(TO)	to
POwgd449_361:9	write	VV(VV)	write
POwgd449_361:10	it	PP(PP)	it
POwgd449_361:11	down	RP(RP)	down
POwgd449_361:12	_0	PA(PA)	

POwgd449_362:1	er	UH(UH)	er

POwgd449_363:1	oh	UH(UH)	oh
POwgd449_363:2	_0	PA(PA)	
POwgd449_363:3	oh	UH(UH)	oh
POwgd449_363:4	oh	UH(UH)	oh
POwgd449_363:5	oh	UH(UH)	oh
POwgd449_363:6	lang-	XX(XX)	

POwgd449_364:1	depending	IN(IN)	depending
POwgd449_364:2	on	IN(IN)	on
POwgd449_364:3	the	DT(DT)	the
POwgd449_364:4	lang-	XX(XX)	
POwgd449_364:5	er	UH(UH)	er
POwgd449_364:6	language	NN(NN)	language
POwgd449_364:7	_0	PA(PA)	
POwgd449_364:8	er	UH(UH)	er
POwgd449_364:9	_0	PA(PA)	
POwgd449_364:10	define	VV(VV)	define
POwgd449_364:11	your	PP$(PP$)	you
POwgd449_364:12	approach	NN(NN)	approach
POwgd449_364:13	because	IN(IN)	because
POwgd449_364:14	i	PP(PP)	i
POwgd449_364:15	think	VVP(VVP)	think
POwgd449_364:16	it	PP(PP)	it
POwgd449_364:17	xx	UNI(UNI)	
POwgd449_364:18	x	UNI(UNI)	

POwgd449_365:1	yeah	RE(RE)	yeah
POwgd449_365:2	that	DT(DT)	that

POwgd449_366:1	yeah	RE(RE)	yeah
POwgd449_366:2	like	DM(DM)	like
POwgd449_366:3	_0	PA(PA)	
POwgd449_366:4	a	DT(DT)	a
POwgd449_366:5	good	JJ(JJ)	good
POwgd449_366:6	definition	NN(NN)	definition
POwgd449_366:7	of	IN(IN)	of
POwgd449_366:8	the	DT(DT)	the
POwgd449_366:9	project	NN(NN)	project

POwgd449_367:1	erm	UH(UH)	erm
POwgd449_367:2	look	VV(VV)	look
POwgd449_367:3	at	IN(IN)	at
POwgd449_367:4	look	VV(VV)	look
POwgd449_367:5	at	IN(IN)	at
POwgd449_367:6	your	PP$(PP$)	you
POwgd449_367:7	_0	PA(PA)	
POwgd449_367:8	aims	NNS(NNS)	aim
POwgd449_367:9	and	CC(CC)	and
POwgd449_367:10	approach	NN(NN)	approach
POwgd449_367:11	_0	PA(PA)	
POwgd449_367:12	er	UH(UH)	er
POwgd449_367:13	look	VV(VV)	look
POwgd449_367:14	at	IN(IN)	at
POwgd449_367:15	well	DM(DM)	well
POwgd449_367:16	look	VV(VV)	look
POwgd449_367:17	at	IN(IN)	at
POwgd449_367:18	your	PP$(PP$)	you
POwgd449_367:19	aims	NNS(NNS)	aim
POwgd449_367:20	and	CC(CC)	and
POwgd449_367:21	then	RB(RB)	then
POwgd449_367:22	_0	PA(PA)	
POwgd449_367:23	turn	VV(VV)	turn
POwgd449_367:24	your	PP$(PP$)	you
POwgd449_367:25	ap-	XX(XX)	
POwgd449_367:26	approach	NN(NN)	approach

POwgd449_368:1	well	DM(DM)	well
POwgd449_368:2	aims	NNS(NNS)	aim
POwgd449_368:3	or	CC(CC)	or
POwgd449_368:4	the	DT(DT)	the
POwgd449_368:5	language	NN(NN)	language
POwgd449_368:6	i	PP(PP)	i
POwgd449_368:7	do	VVP(VVP)	do
POwgd449_368:8	n't	RB(RB)	not
POwgd449_368:9	know	VV(VV)	know
POwgd449_368:10	it	PP(PP)	it
POwgd449_368:11	's	VBS(VBS)	be
POwgd449_368:12	er	UH(UH)	er
POwgd449_368:13	_0	PA(PA)	
POwgd449_368:14	yeah	RE(RE)	yeah
POwgd449_368:15	but	CC(CC)	but
POwgd449_368:16	it	PP(PP)	it
POwgd449_368:17	it	PP(PP)	it
POwgd449_368:18	's	VBS(VBS)	be
POwgd449_368:19	you	PP(PP)	you
POwgd449_368:20	gon	VVG(VVG)	go
POwgd449_368:21	na	TO(TO)	to
POwgd449_368:22	say	VV(VV)	say
POwgd449_368:23	_18	PA(PA)	
POwgd449_368:24	erm	UH(UH)	erm

POwgd449_369:1	try	VV(VV)	try
POwgd449_369:2	to	TO(TO)	to
POwgd449_369:3	put	VV(VV)	put
POwgd449_369:4	the	DT(DT)	the
POwgd449_369:5	_0	PA(PA)	
POwgd449_369:6	xx	UNI(UNI)	
POwgd449_369:7	informal	JJ(JJ)	informal
POwgd449_369:8	not	RB(RB)	not
POwgd449_369:9	far	RB(RB)	far
POwgd449_369:10	_0	PA(PA)	
POwgd449_369:11	light	NN(NN)	light
POwgd449_369:12	or	CC(CC)	or
POwgd449_369:13	_0	PA(PA)	
POwgd449_369:14	because	IN(IN)	because
POwgd449_369:15	you	PP(PP)	you
POwgd449_369:16	're	VBP(VBP)	be
POwgd449_369:17	trying	VVG(VVG)	try
POwgd449_369:18	to	TO(TO)	to
POwgd449_369:19	convince	VV(VV)	convince
POwgd449_369:20	people	NNS(NNS)	people
POwgd449_369:21	to	TO(TO)	to
POwgd449_369:22	learn	VV(VV)	learn
POwgd449_369:23	the	DT(DT)	the
POwgd449_369:24	language	NN(NN)	language
POwgd449_369:25	of	IN(IN)	of
POwgd449_369:26	the	DT(DT)	the
POwgd449_369:27	xxxxx	UNI(UNI)	

POwgd449_370:1	xxxxx	UNI(UNI)	

POwgd449_371:1	xx	UNI(UNI)	
POwgd449_371:2	xx	UNI(UNI)	
POwgd449_371:3	xx	UNI(UNI)	
POwgd449_371:4	xx	UNI(UNI)	
POwgd449_371:5	xx	UNI(UNI)	
POwgd449_371:6	_10	PA(PA)	

POwgd449_372:1	yeah	RE(RE)	yeah
POwgd449_372:2	try	VV(VV)	try
POwgd449_372:3	xx	UNI(UNI)	
POwgd449_372:4	x	UNI(UNI)	
POwgd449_372:5	xxx	UNI(UNI)	
POwgd449_372:6	x	UNI(UNI)	
POwgd449_372:7	x	UNI(UNI)	
POwgd449_372:8	x	UNI(UNI)	

POwgd449_373:1	yeah	RE(RE)	yeah
POwgd449_373:2	i	PP(PP)	i
POwgd449_373:3	know	VVP(VVP)	know
POwgd449_373:4	_0	PA(PA)	
POwgd449_373:5	it	PP(PP)	it
POwgd449_373:6	's	VBS(VBS)	be
POwgd449_373:7	fun	NN(NN)	fun
POwgd449_373:8	_0	PA(PA)	
POwgd449_373:9	going	VVG(VVG)	go

POwgd449_374:1	away	RB(RB)	away
POwgd449_374:2	_3	PA(PA)	

POwgd449_375:1	i	PP(PP)	i
POwgd449_375:2	think	VVP(VVP)	think
POwgd449_375:3	_0	PA(PA)	
POwgd449_375:4	er	UH(UH)	er
POwgd449_375:5	how	WRB(WRB)	how
POwgd449_375:6	can	MD(MD)	can
POwgd449_375:7	you	PP(PP)	you
POwgd449_375:8	say	VV(VV)	say
POwgd449_375:9	_0	PA(PA)	
POwgd449_375:10	there	EX(EX)	there
POwgd449_375:11	need	VVP(VVP)	need
POwgd449_375:12	to	TO(TO)	to
POwgd449_375:13	be	VB(VB)	be
POwgd449_375:14	erm	UH(UH)	erm
POwgd449_375:15	_2	PA(PA)	

POwgd449_376:1	you	PP(PP)	you
POwgd449_376:2	know	VVP(VVP)	know
POwgd449_376:3	about	IN(IN)	about
POwgd449_376:4	these	DT(DT)	these
POwgd449_376:5	people	NNS(NNS)	people

POwgd449_377:1	a	DT(DT)	a
POwgd449_377:2	very	RB(RB)	very
POwgd449_377:3	good	JJ(JJ)	good
POwgd449_377:4	er	UH(UH)	er
POwgd449_377:5	_0	PA(PA)	
POwgd449_377:6	message	NN(NN)	message
POwgd449_377:7	between	IN(IN)	between
POwgd449_377:8	one	CD(CD)	one
POwgd449_377:9	xx	UNI(UNI)	
POwgd449_377:10	xx	UNI(UNI)	
POwgd449_377:11	xx	UNI(UNI)	
POwgd449_377:12	what	WP(WP)	what
POwgd449_377:13	do	VVP(VVP)	do
POwgd449_377:14	you	PP(PP)	you
POwgd449_377:15	what	WP(WP)	what
POwgd449_377:16	do	VVP(VVP)	do
POwgd449_377:17	you	PP(PP)	you
POwgd449_377:18	want	VV(VV)	want
POwgd449_377:19	to	TO(TO)	to
POwgd449_377:20	achieve	VV(VV)	achieve
POwgd449_377:21	_0	PA(PA)	
POwgd449_377:22	with	IN(IN)	with
POwgd449_377:23	the	DT(DT)	the
POwgd449_377:24	food	NN(NN)	food
POwgd449_377:25	and	CC(CC)	and
POwgd449_377:26	program	NN(NN)	program
POwgd449_377:27	for	RB(RB)	for
POwgd449_377:28	example	RB(RB)	example
POwgd449_377:29	_0	PA(PA)	
POwgd449_377:30	oh	UH(UH)	oh
POwgd449_377:31	but	CC(CC)	but
POwgd449_377:32	then	RB(RB)	then
POwgd449_377:33	it	PP(PP)	it
POwgd449_377:34	's	VBS(VBS)	be
POwgd449_377:35	always	RB(RB)	always
POwgd449_377:36	_0	PA(PA)	
POwgd449_377:37	always	RB(RB)	always
POwgd449_377:38	working	VVG(VVG)	work
POwgd449_377:39	at	IN(IN)	at
POwgd449_377:40	your	PP$(PP$)	you
POwgd449_377:41	food	NN(NN)	food
POwgd449_377:42	and	CC(CC)	and
POwgd449_377:43	this	DT(DT)	this
POwgd449_377:44	is	VBZ(VBZ)	be
POwgd449_377:45	something	NN(NN)	something
POwgd449_377:46	xx	UNI(UNI)	
POwgd449_377:47	xx	UNI(UNI)	

POwgd449_378:1	yeah	RE(RE)	yeah
POwgd449_378:2	_2	PA(PA)	

POwgd449_379:1	language	NN(NN)	language
POwgd449_379:2	_0	PA(PA)	
POwgd449_379:3	some	DT(DT)	some
POwgd449_379:4	you	PP(PP)	you
POwgd449_379:5	have	VHP(VHP)	have
POwgd449_379:6	to	TO(TO)	to
POwgd449_379:7	be	VB(VB)	be

POwgd449_380:1	so	DM(DM)	so

POwgd449_381:1	no	RE(RE)	no
POwgd449_381:2	you	PP(PP)	you
POwgd449_381:3	have	VHP(VHP)	have
POwgd449_381:4	to	TO(TO)	to
POwgd449_381:5	i	PP(PP)	i
POwgd449_381:6	have	VHP(VHP)	have
POwgd449_381:7	prepare	V(V)	prepare
POwgd449_381:8	the	DT(DT)	the
POwgd449_381:9	menu	NN(NN)	menu
POwgd449_381:10	and	CC(CC)	and
POwgd449_381:11	y-	XX(XX)	
POwgd449_381:12	you	PP(PP)	you
POwgd449_381:13	must	MD(MD)	must
POwgd449_381:14	know	VV(VV)	know
POwgd449_381:15	before	RB(RB)	before
POwgd449_381:16	what	WP(WP)	what
POwgd449_381:17	you	PP(PP)	you
POwgd449_381:18	're	VBP(VBP)	be
POwgd449_381:19	going	VVG(VVG)	go
POwgd449_381:20	to	TO(TO)	to
POwgd449_381:21	do	VV(VV)	do

POwgd449_382:1	the-	XX(XX)	
POwgd449_382:2	there	EX(EX)	there
POwgd449_382:3	must	MD(MD)	must
POwgd449_382:4	be	VB(VB)	be
POwgd449_382:5	there	RB(RB)	there
POwgd449_382:6	must	MD(MD)	must
POwgd449_382:7	be	VB(VB)	be
POwgd449_382:8	a	DT(DT)	a
POwgd449_382:9	person	NN(NN)	person
POwgd449_382:10	next	IN(IN)	next
POwgd449_382:11	to	IN(IN)	to
POwgd449_382:12	you	PP(PP)	you

POwgd449_383:1	x	UNI(UNI)	
POwgd449_383:2	xxx	UNI(UNI)	
POwgd449_383:3	_0	PA(PA)	
POwgd449_383:4	between	IN(IN)	between
POwgd449_383:5	the	DT(DT)	the
POwgd449_383:6	the	DT(DT)	the
POwgd449_383:7	_0	PA(PA)	
POwgd449_383:8	the	DT(DT)	the
POwgd449_383:9	food	NN(NN)	food
POwgd449_383:10	that	PRE(PRE)	that
POwgd449_383:11	you	PP(PP)	you
POwgd449_383:12	are	VBP(VBP)	be
POwgd449_383:13	preparing	VVG(VVG)	prepare
POwgd449_383:14	and	CC(CC)	and
POwgd449_383:15	the	DT(DT)	the
POwgd449_383:16	language	NN(NN)	language
POwgd449_383:17	learning	VVG(NN)	learn/learning
POwgd449_383:18	that	PRE(PRE)	that
POwgd449_383:19	you	PP(PP)	you
POwgd449_383:20	're	VBP(VBP)	be
POwgd449_383:21	offering	VVG(VVG)	offer

POwgd449_384:1	that	DT(DT)	that
POwgd449_384:2	's	VBS(VBS)	be
POwgd449_384:3	the	DT(DT)	the
POwgd449_384:4	selection	NN(NN)	selection

POwgd449_385:1	that	DT(DT)	that
POwgd449_385:2	's	VBS(VBS)	be
POwgd449_385:3	the	DT(DT)	the
POwgd449_385:4	selection	NN(NN)	selection
POwgd449_385:5	you	PP(PP)	you
POwgd449_385:6	've	VHP(VHP)	have
POwgd449_385:7	made	VVN(VVN)	make

POwgd449_386:1	yeah	RE(RE)	yeah
POwgd449_386:2	_0	PA(PA)	
POwgd449_386:3	yeah	RE(RE)	yeah
POwgd449_386:4	yeah	RE(RE)	yeah

POwgd449_387:1	it	PP(PP)	it
POwgd449_387:2	must	MD(MD)	must
POwgd449_387:3	be	VB(VB)	be
POwgd449_387:4	the	DT(DT)	the
POwgd449_387:5	best	JJS(JJS)	good
POwgd449_387:6	_0	PA(PA)	

POwgd449_388:1	yeah	RE(RE)	yeah
POwgd449_388:2	yeah	RE(RE)	yeah
POwgd449_388:3	yeah	RE(RE)	yeah
POwgd449_388:4	_12	PA(PA)	
POwgd449_388:5	then	RB(RB)	then

POwgd449_389:1	and	CC(CC)	and
POwgd449_389:2	er	UH(UH)	er
POwgd449_389:3	may	MD(MD)	may

POwgd449_390:1	erm	UH(UH)	erm
POwgd449_390:2	_4	PA(PA)	
POwgd449_390:3	interactive	JJ(JJ)	interactive
POwgd449_390:4	learning	VVG(NN)	learn/learning
POwgd449_390:5	_1	PA(PA)	
POwgd449_390:6	did	VVD(VVD)	do
POwgd449_390:7	she	PP(PP)	she
POwgd449_390:8	_2	PA(PA)	

POwgd449_391:1	well	DM(DM)	well
POwgd449_391:2	erm	UH(UH)	erm
POwgd449_391:3	_0	PA(PA)	
POwgd449_391:4	she	PP(PP)	she
POwgd449_391:5	tried	VVD(VVD)	try
POwgd449_391:6	to	TO(TO)	to
POwgd449_391:7	include	VV(VV)	include
POwgd449_391:8	everyone	NN(NN)	everyone
POwgd449_391:9	in	IN(IN)	in
POwgd449_391:10	the	DT(DT)	the
POwgd449_391:11	learning	VVG(NN)	learn/learning
POwgd449_391:12	make	VV(VV)	make
POwgd449_391:13	sure	JJ(JJ)	sure
POwgd449_391:14	that	IN(IN)	that
POwgd449_391:15	_0	PA(PA)	
POwgd449_391:16	everyone	NN(NN)	everyone
POwgd449_391:17	gets	VVZ(VVZ)	get
POwgd449_391:18	to	TO(TO)	to
POwgd449_391:19	talk	VV(VV)	talk
POwgd449_391:20	everyone	NN(NN)	everyone
POwgd449_391:21	xx	UNI(UNI)	
POwgd449_391:22	x	UNI(UNI)	

POwgd449_392:1	as	IN(IN)	as
POwgd449_392:2	it	PP(PP)	it
POwgd449_392:3	is	VBZ(VBZ)	be
POwgd449_392:4	_0	PA(PA)	
POwgd449_392:5	yeah	RE(RE)	yeah
POwgd449_392:6	yes	RE(RE)	yes
POwgd449_392:7	_3	PA(PA)	
POwgd449_392:8	because	IN(IN)	because
POwgd449_392:9	these	DT(DT)	these

POwgd449_393:1	this	DT(DT)	this
POwgd449_393:2	is	VBZ(VBZ)	be
POwgd449_393:3	good	JJ(JJ)	good
POwgd449_393:4	include	VV(VV)	include
POwgd449_393:5	try	VV(VV)	try
POwgd449_393:6	to	TO(TO)	to
POwgd449_393:7	find	VV(VV)	find
POwgd449_393:8	suggestion	NN(NN)	suggestion

POwgd449_394:1	because	IN(IN)	because
POwgd449_394:2	something	NN(NN)	something

POwgd449_395:1	otherwise	RB(RB)	otherwise

POwgd449_396:1	xx	UNI(UNI)	
POwgd449_396:2	learning	VVG(NN)/VVG(VVG)	learn/learning
POwgd449_396:3	xx	UNI(UNI)	
POwgd449_396:4	was	VBD(VBD)	be
POwgd449_396:5	very	RB(RB)	very
POwgd449_396:6	big	JJ(JJ)	big

POwgd449_397:1	i	PP(PP)	i
POwgd449_397:2	know	VVP(VVP)	know

POwgd449_398:1	and	CC(CC)	and
POwgd449_398:2	x	UNI(UNI)	
POwgd449_398:3	yesterday	RB(RB)	yesterday

POwgd449_399:1	well	DM(DM)	well

POwgd449_400:1	you	PP(PP)	you
POwgd449_400:2	should	MD(MD)	shall

POwgd449_401:1	xx	UNI(UNI)	
POwgd449_401:2	xx	UNI(UNI)	

POwgd449_402:1	you	PP(PP)	you
POwgd449_402:2	could	MD(MD)	can
POwgd449_402:3	you	PP(PP)	you
POwgd449_402:4	could	MD(MD)	can
POwgd449_402:5	have	VH(VH)	have
POwgd449_402:6	some	DT(DT)	some
POwgd449_402:7	extra	JJ(JJ)	extra
POwgd449_402:8	people	NNS(NNS)	people
POwgd449_402:9	there	RB(RB)	there

POwgd449_403:1	no	RE(RE)	no
POwgd449_403:2	n-n	RE(RE)	n-n

POwgd449_404:1	no	RE(RE)	no
POwgd449_404:2	i	PP(PP)	i
POwgd449_404:3	'm	VBP(VBP)	be
POwgd449_404:4	not	RB(RB)	not
POwgd449_404:5	saying	VVG(VVG)	say
POwgd449_404:6	_0	PA(PA)	
POwgd449_404:7	you	PP(PP)	you
POwgd449_404:8	're	VBP(VBP)	be
POwgd449_404:9	learning	VVG(VVG)	learn
POwgd449_404:10	in	IN(IN)	in
POwgd449_404:11	front	NN(NN)	front
POwgd449_404:12	of	IN(IN)	of
POwgd449_404:13	them	PP(PP)	they
POwgd449_404:14	_0	PA(PA)	
POwgd449_404:15	well	DM(DM)	well
POwgd449_404:16	well	DM(DM)	well
POwgd449_404:17	just	RB(RB)	just
POwgd449_404:18	what	WP(WP)	what
POwgd449_404:19	people	NNS(NNS)	people
POwgd449_404:20	do	VVP(VVP)	do

POwgd449_405:1	xx	UNI(UNI)	
POwgd449_405:2	what	WP(WP)	what
POwgd449_405:3	people	NNS(NNS)	people
POwgd449_405:4	will	MD(MD)	will
POwgd449_405:5	be	VB(VB)	be
POwgd449_405:6	learning	VVG(VVG)	learn
POwgd449_405:7	is	VBZ(VBZ)	be
POwgd449_405:8	in	IN(IN)	in
POwgd449_405:9	the	DT(DT)	the
POwgd449_405:10	end	NN(NN)	end
POwgd449_405:11	in	IN(IN)	in
POwgd449_405:12	after	IN(IN)	after
POwgd449_405:13	the	DT(DT)	the
POwgd449_405:14	xx	UNI(UNI)	
POwgd449_405:15	_0	PA(PA)	
POwgd449_405:16	there	EX(EX)	there
POwgd449_405:17	was	VBD(VBD)	be
POwgd449_405:18	xx	UNI(UNI)	
POwgd449_405:19	the	DT(DT)	the
POwgd449_405:20	pictures	NNS(NNS)	picture
POwgd449_405:21	were	VBD(VBD)	be
POwgd449_405:22	going	VVG(VVG)	go
POwgd449_405:23	through	IN(IN)	through
POwgd449_405:24	all	PDT(PDT)	all
POwgd449_405:25	the	DT(DT)	the
POwgd449_405:26	and	CC(CC)	and
POwgd449_405:27	they	PP(PP)	they
POwgd449_405:28	were	VBD(VBD)	be
POwgd449_405:29	just	RB(RB)	just
POwgd449_405:30	doing	VVG(VVG)	do
POwgd449_405:31	for	IN(IN)	for

POwgd449_406:1	yeah	RE(RE)	yeah

POwgd449_407:1	what	WP(WP)	what
POwgd449_407:2	they	PP(PP)	they
POwgd449_407:3	were	VBD(VBD)	be
POwgd449_407:4	left	VVN(VVN)	leave
POwgd449_407:5	so	DM(DM)	so
POwgd449_407:6	without	IN(IN)	without
POwgd449_407:7	they	PP(PP)	they
POwgd449_407:8	were	VBD(VBD)	be
POwgd449_407:9	staying	VVG(VVG)	stay
POwgd449_407:10	together	RB(RB)	together
POwgd449_407:11	for	IN(IN)	for
POwgd449_407:12	a	DT(DT)	a
POwgd449_407:13	bit	NN(NN)	bit
POwgd449_407:14	_0	PA(PA)	
POwgd449_407:15	then	RB(RB)	then
POwgd449_407:16	they	PP(PP)	they
POwgd449_407:17	will	MD(MD)	will
POwgd449_407:18	get	VV(VV)	get
POwgd449_407:19	together	RB(RB)	together
POwgd449_407:20	so	DM(DM)	so
POwgd449_407:21	that	DT(DT)	that
POwgd449_407:22	way	NN(NN)	way
POwgd449_407:23	the	DT(DT)	the
POwgd449_407:24	exp-	XX(XX)	
POwgd449_407:25	_0	PA(PA)	
POwgd449_407:26	has	VHZ(VHZ)	have
POwgd449_407:27	spoken	VVN(VVN)	speak
POwgd449_407:28	with	IN(IN)	with
POwgd449_407:29	every-	XX(XX)	

POwgd449_408:1	yeah	RE(RE)	yeah
POwgd449_408:2	well	DM(DM)	well

POwgd449_409:1	everybody	NN(NN)	everybody
POwgd449_409:2	you	PP(PP)/PP(DM)	you
POwgd449_409:3	know	VVP(VVP)/VVP(DM)	know
POwgd449_409:4	_0	PA(PA)	

POwgd449_410:1	even	RB(RB)	even
POwgd449_410:2	_0	PA(PA)	
POwgd449_410:3	even	RB(RB)	even
POwgd449_410:4	in	IN(IN)	in
POwgd449_410:5	the	DT(DT)	the
POwgd449_410:6	_0	PA(PA)	

POwgd449_411:1	a_[S4]	NP(NP)	
POwgd449_411:2	the	DT(DT)	the
POwgd449_411:3	mi-	XX(XX)	
POwgd449_411:4	_0	PA(PA)	

POwgd449_412:1	xx	UNI(UNI)	

POwgd449_413:1	a_[S4]	NP(NP)	
POwgd449_413:2	the	DT(DT)	the
POwgd449_413:3	missing	JJ(JJ)	missing
POwgd449_413:4	_0	PA(PA)	
POwgd449_413:5	x	UNI(UNI)	

POwgd449_414:1	that	DT(DT)	that
POwgd449_414:2	's	VBS(VBS)	be
POwgd449_414:3	_0	PA(PA)	
POwgd449_414:4	that	DT(DT)	that
POwgd449_414:5	's	VBS(VBS)	be
POwgd449_414:6	what	WP(WP)	what
POwgd449_414:7	it	PP(PP)	it
POwgd449_414:8	is	VBZ(VBZ)	be
POwgd449_414:9	_13	PA(PA)	
POwgd449_414:10	well	DM(DM)	well
POwgd449_414:11	_0	PA(PA)	
POwgd449_414:12	to	TO(TO)	to
POwgd449_414:13	to	TO(TO)	to
POwgd449_414:14	mention	VV(VV)	mention
POwgd449_414:15	that	IN(IN)	that
POwgd449_414:16	x	UNI(UNI)	
POwgd449_414:17	so	DM(DM)	so
POwgd449_414:18	i	PP(PP)	i
POwgd449_414:19	do	VVP(VVP)	do
POwgd449_414:20	know	VV(VV)	know
POwgd449_414:21	whether	IN(IN)	whether
POwgd449_414:22	we	PP(PP)	we
POwgd449_414:23	have	VHP(VHP)	have
POwgd449_414:24	to	TO(TO)	to
POwgd449_414:25	include	VV(VV)	include
POwgd449_414:26	through	IN(IN)	through
POwgd449_414:27	well	DM(DM)	well
POwgd449_414:28	highlights	NNS(NNS)	highlight
POwgd449_414:29	_0	PA(PA)	
POwgd449_414:30	similarities	NNS(NNS)	similarity
POwgd449_414:31	and	CC(CC)	and
POwgd449_414:32	differences	NNS(NNS)	difference
POwgd449_414:33	with	IN(IN)	with
POwgd449_414:34	_0	PA(PA)	
POwgd449_414:35	with	IN(IN)	with
POwgd449_414:36	their	PP$(PP$)	they
POwgd449_414:37	own	JJ(JJ)	own
POwgd449_414:38	language	NN(NN)	language
POwgd449_414:39	or	CC(CC)	or
POwgd449_414:40	without	IN(IN)	without
POwgd449_414:41	grammar	NN(NN)	grammar
POwgd449_414:42	and	CC(CC)	and
POwgd449_414:43	languages	NNS(NNS)	language

POwgd449_415:1	the	DT(DT)	the
POwgd449_415:2	only	JJ(JJ)	only
POwgd449_415:3	thing	NN(NN)	thing
POwgd449_415:4	is	VBZ(VBZ)	be
POwgd449_415:5	that	IN(IN)	that
POwgd449_415:6	in	IN(IN)	in

POwgd449_416:1	xxx	UNI(UNI)	
POwgd449_416:2	x	UNI(UNI)	
POwgd449_416:3	xx	UNI(UNI)	

POwgd449_417:1	x	UNI(UNI)	
POwgd449_417:2	want	VVP(VVP)	want
POwgd449_417:3	some	DT(DT)	some
POwgd449_417:4	language	NN(NN)	language
POwgd449_417:5	dialogue	NN(NN)	dialogue
POwgd449_417:6	xx	UNI(UNI)	

POwgd449_418:1	i	PP(PP)	i
POwgd449_418:2	know	VVP(VVP)	know

POwgd449_419:1	yeah	RE(RE)	yeah
POwgd449_419:2	but	CC(CC)	but
POwgd449_419:3	the	DT(DT)	the
POwgd449_419:4	all	DT(DT)	all
POwgd449_419:5	is	VBZ(VBZ)	be
POwgd449_419:6	ev-	XX(XX)	
POwgd449_419:7	i	PP(PP)	i
POwgd449_419:8	was	VBD(VBD)	be
POwgd449_419:9	in	IN(IN)	in

POwgd449_420:1	you	PP(PP)	you
POwgd449_420:2	you	PP(PP)	you
POwgd449_420:3	should	MD(MD)	shall

POwgd449_421:1	use	VV(VV)	use

POwgd449_422:1	every	DT(DT)	every
POwgd449_422:2	language	NN(NN)	language
POwgd449_422:3	has	VHZ(VHZ)	have
POwgd449_422:4	some	DT(DT)	some
POwgd449_422:5	words	NNS(NNS)	word
POwgd449_422:6	that	PRE(PRE)	that
POwgd449_422:7	you	PP(PP)	you
POwgd449_422:8	know	VVP(VVP)	know

POwgd449_423:1	use	VV(VV)	use
POwgd449_423:2	the	DT(DT)	the
POwgd449_423:3	board	NN(NN)	board
POwgd449_423:4	_0	PA(PA)	

POwgd449_424:1	x	UNI(UNI)	
POwgd449_424:2	x	UNI(UNI)	
POwgd449_424:3	xx	UNI(UNI)	

POwgd449_425:1	er	UH(UH)	er
POwgd449_425:2	use	VV(VV)	use
POwgd449_425:3	the	DT(DT)	the
POwgd449_425:4	some	DT(DT)	some
POwgd449_425:5	of	IN(IN)	of
POwgd449_425:6	the	DT(DT)	the
POwgd449_425:7	of	IN(IN)	of
POwgd449_425:8	the	DT(DT)	the
POwgd449_425:9	board	NN(NN)	board

POwgd449_426:1	yeah	RE(RE)	yeah
POwgd449_426:2	of	RB(RB)	of
POwgd449_426:3	course	RB(RB)	course

POwgd449_427:1	yeah	RE(RE)	yeah
POwgd449_427:2	_0	PA(PA)	

POwgd449_428:1	this	DT(DT)	this
POwgd449_428:2	for	IN(IN)	for
POwgd449_428:3	exa-	XX(XX)	

POwgd449_429:1	p_criterions	PVC(NNS)	
POwgd449_429:2	yes	RE(RE)	yes
POwgd449_429:3	and	CC(CC)	and
POwgd449_429:4	_0	PA(PA)	

POwgd449_430:1	talk	VV(VV)	talk
POwgd449_430:2	about	IN(IN)	about
POwgd449_430:3	the	DT(DT)	the
POwgd449_430:4	attractive	JJ(JJ)	attractive
POwgd449_430:5	things	NNS(NNS)	thing
POwgd449_430:6	of	IN(IN)	of
POwgd449_430:7	the	DT(DT)	the
POwgd449_430:8	country	NN(NN)	country
POwgd449_430:9	_0	PA(PA)	
POwgd449_430:10	which	PRE(PRE)	which
POwgd449_430:11	is	VBZ(VBZ)	be
POwgd449_430:12	important	JJ(JJ)	important
POwgd449_430:13	_0	PA(PA)	
POwgd449_430:14	you	PP(DM)	you
POwgd449_430:15	know	VVP(DM)	know
POwgd449_430:16	_1	PA(PA)	
POwgd449_430:17	because	IN(IN)	because
POwgd449_430:18	this	DT(DT)	this

POwgd449_431:1	yeah	RE(RE)	yeah
POwgd449_431:2	this	DT(DT)	this
POwgd449_431:3	x	UNI(UNI)	

POwgd449_432:1	because	IN(IN)	because
POwgd449_432:2	in	IN(IN)	in
POwgd449_432:3	learning	VVG(NN)	learn/learning

POwgd449_433:1	that	DT(DT)	that
POwgd449_433:2	that	DT(DT)	that
