POprc465_1:1	xx	UNI(UNI)	
POprc465_46:3	'm	VBP(VBP)	be
POprc465_46:4	sorry	JJ(JJ)	sorry
POprc465_46:5	but	CC(CC)	but
POprc465_46:6	i	PP(PP)	i
POprc465_46:7	have	VHP(VHP)	have
POprc465_46:8	to	TO(TO)	to
POprc465_46:9	correct	VV(VV)	correct
POprc465_46:10	i	PP(PP)	i
POprc465_46:11	am	VBP(VBP)	be
POprc465_46:12	not	RB(RB)	not
POprc465_46:13	aware	JJ(JJ)	aware
POprc465_46:14	of	IN(IN)	of
POprc465_46:15	saying	VVG(VVG)	say
POprc465_46:16	anything	NN(NN)	anything
POprc465_46:17	of	IN(IN)	of
POprc465_46:18	the	DT(DT)	the
POprc465_46:19	kind	NN(NN)	kind
POprc465_46:20	@@	LA(LA)	
POprc465_46:21	_0	PA(PA)	

POprc465_47:1	@@@	LA(LA)	

POprc465_48:1	yes	RE(RE)	yes
POprc465_48:2	_11	PA(PA)	

POprc465_49:1	hh	BR(BR)	
POprc465_49:2	a_[S10]	NP(NP)	
POprc465_49:3	a_[S10/last]	NP(NP)	
POprc465_49:4	from	IN(IN)	from
POprc465_49:5	_0	PA(PA)	
POprc465_49:6	a_[S10]	NP(NP)	
POprc465_49:7	a_[S10/last]	NP(NP)	
POprc465_49:8	from	IN(IN)	from
POprc465_49:9	danish	JJ(JJ)	danish
POprc465_49:10	radio	NN(NN)	radio
POprc465_49:11	hh	BR(BR)	
POprc465_49:12	er	UH(UH)	er
POprc465_49:13	_0	PA(PA)	
POprc465_49:14	mister	NN(NN)	mister
POprc465_49:15	a_[S2/last]	NP(NP)	
POprc465_49:16	i	PP(PP)	i
POprc465_49:17	_0	PA(PA)	
POprc465_49:18	wonder	VVP(VVP)	wonder
POprc465_49:19	hh	BR(BR)	
POprc465_49:20	er	UH(UH)	er
POprc465_49:21	whether	IN(IN)	whether
POprc465_49:22	_0	PA(PA)	
POprc465_49:23	you	PP(PP)	you
POprc465_49:24	could	MD(MD)	can
POprc465_49:25	please	FI(FI)	please
POprc465_49:26	give	VV(VV)	give
POprc465_49:27	_0	PA(PA)	
POprc465_49:28	a	DT(DT)	a
POprc465_49:29	little	JJ(JJ)	little
POprc465_49:30	bit	NN(NN)	bit
POprc465_49:31	of	IN(IN)	of
POprc465_49:32	an	DT(DT)	a
POprc465_49:33	analysis	NN(NN)	analysis
POprc465_49:34	_0	PA(PA)	
POprc465_49:35	of	IN(IN)	of
POprc465_49:36	why	WRB(WRB)	why
POprc465_49:37	hh	BR(BR)	
POprc465_49:38	er	UH(UH)	er
POprc465_49:39	mister	NN(NN)	mister
POprc465_49:40	mladic	NP(NP)	mladic
POprc465_49:41	has	VHZ(VHZ)	have
POprc465_49:42	not	RB(RB)	not
POprc465_49:43	yet	RB(RB)	yet
POprc465_49:44	hh	BR(BR)	
POprc465_49:45	er	UH(UH)	er
POprc465_49:46	been	VBN(VBN)	be
POprc465_49:47	handed	VVN(VVN)	hand
POprc465_49:48	over	IN(IN)	over
POprc465_49:49	the	DT(DT)	the
POprc465_49:50	common	JJ(JJ)	common
POprc465_49:51	hh	BR(BR)	
POprc465_49:52	sort	NN(NN)	sort
POprc465_49:53	of	IN(IN)	of
POprc465_49:54	talk	NN(NN)	talk
POprc465_49:55	is	VBZ(VBZ)	be
POprc465_49:56	that	IN(IN)	that
POprc465_49:57	hh	BR(BR)	
POprc465_49:58	this	DT(DT)	this
POprc465_49:59	is	VBZ(VBZ)	be
POprc465_49:60	a	DT(DT)	a
POprc465_49:61	question	NN(NN)	question
POprc465_49:62	of	IN(IN)	of
POprc465_49:63	hh	BR(BR)	
POprc465_49:64	er	UH(UH)	er
POprc465_49:65	conflicts	NNS(NNS)	conflict
POprc465_49:66	between	IN(IN)	between
POprc465_49:67	various	JJ(JJ)	various
POprc465_49:68	agencies	NNS(NNS)	agency
POprc465_49:69	hh	BR(BR)	
POprc465_49:70	er	UH(UH)	er
POprc465_49:71	hh	BR(BR)	
POprc465_49:72	first	RB(RB)	first
POprc465_49:73	of	IN(IN)	of
POprc465_49:74	all	DT(DT)	all
POprc465_49:75	military	NN(NN)	military
POprc465_49:76	and	CC(CC)	and
POprc465_49:77	er	UH(UH)	er
POprc465_49:78	p_non-military	PVC(NN)	
POprc465_49:79	intelligence	NN(NN)	intelligence
POprc465_49:80	hh	BR(BR)	
POprc465_49:81	i	PP(PP)	i
POprc465_49:82	would	MD(MD)	will
POprc465_49:83	like	VV(VV)	like
POprc465_49:84	you	PP(PP)	you
POprc465_49:85	_0	PA(PA)	
POprc465_49:86	maybe	RB(RB)	maybe
POprc465_49:87	to	TO(TO)	to
POprc465_49:88	give	VV(VV)	give
POprc465_49:89	some	DT(DT)	some
POprc465_49:90	sort	NN(NN)	sort
POprc465_49:91	of	IN(IN)	of
POprc465_49:92	hh	BR(BR)	
POprc465_49:93	word	NN(NN)	word
POprc465_49:94	as	IN(IN)	as
POprc465_49:95	to	IN(IN)	to
POprc465_49:96	_0	PA(PA)	
POprc465_49:97	how	WRB(WRB)	how
POprc465_49:98	why	WRB(WRB)	why
POprc465_49:99	you	PP(PP)	you
POprc465_49:100	think	VVP(VVP)	think
POprc465_49:101	it	PP(PP)	it
POprc465_49:102	is	VBZ(VBZ)	be
POprc465_49:103	_0	PA(PA)	
POprc465_49:104	that	IN(IN)	that
POprc465_49:105	mladic	NP(NP)	mladic
POprc465_49:106	has	VHZ(VHZ)	have
POprc465_49:107	not	RB(RB)	not
POprc465_49:108	yet	RB(RB)	yet
POprc465_49:109	_0	PA(PA)	
POprc465_49:110	er	UH(UH)	er
POprc465_49:111	been	VBN(VBN)	be
POprc465_49:112	handed	VVN(VVN)	hand
POprc465_49:113	over	RP(RP)	over
POprc465_49:114	_0	PA(PA)	
POprc465_49:115	hh	BR(BR)	
POprc465_49:116	er	UH(UH)	er
POprc465_49:117	second	RB(RB)	second
POprc465_49:118	i	PP(PP)	i
POprc465_49:119	would	MD(MD)	will
POprc465_49:120	like	VV(VV)	like
POprc465_49:121	to	TO(TO)	to
POprc465_49:122	ask	VV(VV)	ask
POprc465_49:123	the	DT(DT)	the
POprc465_49:124	panel	NN(NN)	panel
POprc465_49:125	hh	BR(BR)	
POprc465_49:126	what	WP(WP)	what
POprc465_49:127	is	VBZ(VBZ)	be
POprc465_49:128	new	JJ(JJ)	new
POprc465_49:129	about	IN(IN)	about
POprc465_49:130	all	PDT(PDT)	all
POprc465_49:131	this	DT(DT)	this
POprc465_49:132	because	IN(IN)	because
POprc465_49:133	hh	BR(BR)	
POprc465_49:134	we	PP(PP)	we
POprc465_49:135	're	VBP(VBP)	be
POprc465_49:136	talking	VVG(VVG)	talk
POprc465_49:137	about	IN(IN)	about
POprc465_49:138	transparency	NN(NN)	transparency
POprc465_49:139	_0	PA(PA)	
POprc465_49:140	has	VHZ(VHZ)	have
POprc465_49:141	n't	RB(RB)	not
POprc465_49:142	there	EX(EX)	there
POprc465_49:143	been	VBN(VBN)	be
POprc465_49:144	transparency	NN(NN)	transparency
POprc465_49:145	before	RB(RB)	before
POprc465_49:146	_0	PA(PA)	
POprc465_49:147	hh	BR(BR)	
POprc465_49:148	er	UH(UH)	er
POprc465_49:149	we	PP(PP)	we
POprc465_49:150	're	VBP(VBP)	be
POprc465_49:151	talking	VVG(VVG)	talk
POprc465_49:152	about	IN(IN)	about
POprc465_49:153	an	DT(DT)	a
POprc465_49:154	action	NN(NN)	action
POprc465_49:155	plan	NN(NN)	plan
POprc465_49:156	_0	PA(PA)	
POprc465_49:157	has	VHZ(VHZ)	have
POprc465_49:158	n't	RB(RB)	not
POprc465_49:159	there	EX(EX)	there
POprc465_49:160	been	VBN(VBN)	be
POprc465_49:161	a	DT(DT)	a
POprc465_49:162	piece	NN(NN)	piece
POprc465_49:163	of	IN(IN)	of
POprc465_49:164	paper	NN(NN)	paper
POprc465_49:165	which	PRE(PRE)	which
POprc465_49:166	could	MD(MD)	can
POprc465_49:167	be	VB(VB)	be
POprc465_49:168	called	VVN(VVN)	call
POprc465_49:169	an	DT(DT)	a
POprc465_49:170	action	NN(NN)	action
POprc465_49:171	plan	NN(NN)	plan
POprc465_49:172	before	RB(RB)	before
POprc465_49:173	hh	BR(BR)	
POprc465_49:174	or	CC(CC)	or
POprc465_49:175	what	WP(WP)	what
POprc465_49:176	is	VBZ(VBZ)	be
POprc465_49:177	new	JJ(JJ)	new
POprc465_49:178	in	IN(IN)	in
POprc465_49:179	this	DT(DT)	this
POprc465_49:180	action	NN(NN)	action
POprc465_49:181	plan	NN(NN)	plan
POprc465_49:182	we	PP(PP)	we
POprc465_49:183	are	VBP(VBP)	be
POprc465_49:184	not	RB(RB)	not
POprc465_49:185	given	VVN(VVN)	give
POprc465_49:186	any	DT(DT)	any
POprc465_49:187	details	NNS(NNS)	detail
POprc465_49:188	hh	BR(BR)	
POprc465_49:189	so	DM(DM)	so
POprc465_49:190	hh	BR(BR)	
POprc465_49:191	what	WP(WP)	what
POprc465_49:192	is	VBZ(VBZ)	be
POprc465_49:193	what	WP(WP)	what
POprc465_49:194	is	VBZ(VBZ)	be
POprc465_49:195	er	UH(UH)	er
POprc465_49:196	what	WP(WP)	what
POprc465_49:197	is	VBZ(VBZ)	be
POprc465_49:198	happening	VVG(VVG)	happen
POprc465_49:199	what	WP(WP)	what
POprc465_49:200	is	VBZ(VBZ)	be
POprc465_49:201	the	DT(DT)	the
POprc465_49:202	change	NN(NN)	change
POprc465_49:203	is	VBZ(VBZ)	be
POprc465_49:204	it	PP(PP)	it
POprc465_49:205	that	IN(IN)	that
POprc465_49:206	kosovo	NP(NP)	kosovo
POprc465_49:207	hh	BR(BR)	
POprc465_49:208	er	UH(UH)	er
POprc465_49:209	may	MD(MD)	may
POprc465_49:210	be	VB(VB)	be
POprc465_49:211	in	IN(IN)	in
POprc465_49:212	the	DT(DT)	the
POprc465_49:213	game	NN(NN)	game
POprc465_49:214	now	RB(RB)	now
POprc465_49:215	which	PRE(PRE)	which
POprc465_49:216	it	PP(PP)	it
POprc465_49:217	was	VBD(VBD)	be
POprc465_49:218	n't	RB(RB)	not
POprc465_49:219	so	RB(RB)	so
POprc465_49:220	much	JJ(JJ)	much
POprc465_49:221	before	IN(IN)	before
POprc465_49:222	that	DT(DT)	that
POprc465_49:223	something	NN(NN)	something
POprc465_49:224	has	VHZ(VHZ)	have
POprc465_49:225	to	TO(TO)	to
POprc465_49:226	happen	VV(VV)	happen
POprc465_49:227	hh	BR(BR)	
POprc465_49:228	or	CC(CC)	or
POprc465_49:229	_0	PA(PA)	
POprc465_49:230	why	WRB(WRB)	why
POprc465_49:231	is	VBZ(VBZ)	be
POprc465_49:232	it	PP(PP)	it
POprc465_49:233	what	WP(WP)	what
POprc465_49:234	is	VBZ(VBZ)	be
POprc465_49:235	new	JJ(JJ)	new
POprc465_49:236	_2	PA(PA)	

POprc465_50:1	er	UH(UH)	er
POprc465_50:2	er	UH(UH)	er
POprc465_50:3	for	IN(IN)	for
POprc465_50:4	us	PP(PP)	we
POprc465_50:5	_0	PA(PA)	
POprc465_50:6	i	PP(PP)	i
POprc465_50:7	'm	VBP(VBP)	be
POprc465_50:8	talking	VVG(VVG)	talk
POprc465_50:9	about	IN(IN)	about
POprc465_50:10	serbia	NP(NP)	serbia
POprc465_50:11	_0	PA(PA)	
POprc465_50:12	it	PP(PP)	it
POprc465_50:13	was	VBD(VBD)	be
POprc465_50:14	always	RB(RB)	always
POprc465_50:15	_0	PA(PA)	
POprc465_50:16	utmost	JJ(JJ)	utmost
POprc465_50:17	interest	NN(NN)	interest
POprc465_50:18	to	TO(TO)	to
POprc465_50:19	complete	VV(VV)	complete
POprc465_50:20	the	DT(DT)	the
POprc465_50:21	_0	PA(PA)	
POprc465_50:22	cooperation	NN(NN)	cooperation
POprc465_50:23	with	IN(IN)	with
POprc465_50:24	icty	NP(NP)	icty
POprc465_50:25	_0	PA(PA)	
POprc465_50:26	hh	BR(BR)	
POprc465_50:27	and	CC(CC)	and
POprc465_50:28	of	RB(RB)	of
POprc465_50:29	course	RB(RB)	course
POprc465_50:30	_0	PA(PA)	
POprc465_50:31	as	IN(IN)	as
POprc465_50:32	you	PP(PP)	you
POprc465_50:33	know	VVP(VVP)	know
POprc465_50:34	in	IN(IN)	in
POprc465_50:35	cases	NNS(NNS)	case
POprc465_50:36	not	RB(RB)	not
POprc465_50:37	only	RB(RB)	only
POprc465_50:38	of	IN(IN)	of
POprc465_50:39	serbia	NP(NP)	serbia
POprc465_50:40	but	CC(CC)	but
POprc465_50:41	some	DT(DT)	some
POprc465_50:42	other	JJ(JJ)	other
POprc465_50:43	_0	PA(PA)	
POprc465_50:44	countries	NNS(NNS)	country
POprc465_50:45	in	IN(IN)	in
POprc465_50:46	the	DT(DT)	the
POprc465_50:47	region	NN(NN)	region
POprc465_50:48	the	DT(DT)	the
POprc465_50:49	things	NNS(NNS)	thing
POprc465_50:50	that	PRE(PRE)	that
POprc465_50:51	x	UNI(UNI)	
POprc465_50:52	_0	PA(PA)	
POprc465_50:53	when	WRB(WRB)	when
POprc465_50:54	it	PP(PP)	it
POprc465_50:55	comes	VVZ(VVZ)	come
POprc465_50:56	to	IN(IN)	to
POprc465_50:57	this	DT(DT)	this
POprc465_50:58	cooperation	NN(NN)	cooperation
POprc465_50:59	_0	PA(PA)	
POprc465_50:60	wishes	NNS(NNS)	wish
POprc465_50:61	er	UH(UH)	er
POprc465_50:62	desires	NNS(NNS)	desire
POprc465_50:63	can	MD(MD)	can
POprc465_50:64	not	RB(RB)	not
POprc465_50:65	be	VB(VB)	be
POprc465_50:66	done	VVN(VVN)	do
POprc465_50:67	overnight	RB(RB)	overnight
POprc465_50:68	for	IN(IN)	for
POprc465_50:69	various	JJ(JJ)	various
POprc465_50:70	reasons	NNS(NNS)	reason
POprc465_50:71	you	PP(PP)	you
POprc465_50:72	mentioned	VVD(VVD)	mention
POprc465_50:73	some	DT(DT)	some
POprc465_50:74	hh	BR(BR)	
POprc465_50:75	i	PP(PP)	i
POprc465_50:76	may	MD(MD)	may
POprc465_50:77	to	TO(TO)	to
POprc465_50:78	add	VV(VV)	add
POprc465_50:79	s-	XX(XX)	
POprc465_50:80	_0	PA(PA)	
POprc465_50:81	to	IN(IN)	to
POprc465_50:82	this	DT(DT)	this
POprc465_50:83	some	DT(DT)	some
POprc465_50:84	other	JJ(JJ)	other
POprc465_50:85	reasons	NNS(NNS)	reason
POprc465_50:86	the	DT(DT)	the
POprc465_50:87	fact	NN(NN)	fact
POprc465_50:88	hh	BR(BR)	
POprc465_50:89	that	IN(IN)	that
POprc465_50:90	for	RB(RB)	for
POprc465_50:91	example	RB(RB)	example
POprc465_50:92	hh	BR(BR)	
POprc465_50:93	er	UH(UH)	er
POprc465_50:94	mladic	NP(NP)	mladic
POprc465_50:95	is	VBZ(VBZ)	be
POprc465_50:96	erm	UH(UH)	erm
POprc465_50:97	not	RB(RB)	not
POprc465_50:98	for	IN(IN)	for
POprc465_50:99	s-	XX(XX)	
POprc465_50:100	er	UH(UH)	er
POprc465_50:101	from	IN(IN)	from
POprc465_50:102	serbia	NP(NP)	serbia
POprc465_50:103	that	IN(IN)	that
POprc465_50:104	he	PP(PP)	he
POprc465_50:105	was	VBD(VBD)	be
POprc465_50:106	engaged	JJ(JJ)	engaged
POprc465_50:107	in	IN(IN)	in
POprc465_50:108	the	DT(DT)	the
POprc465_50:109	hh	BR(BR)	
POprc465_50:110	in	IN(IN)	in
POprc465_50:111	the	DT(DT)	the
POprc465_50:112	war	NN(NN)	war
POprc465_50:113	in	IN(IN)	in
POprc465_50:114	er	UH(UH)	er
POprc465_50:115	bosnia	NP(NP)	bosnia
POprc465_50:116	and	CC(CC)	and
POprc465_50:117	herzegovina	NP(NP)	herzegovina
POprc465_50:118	and	CC(CC)	and
POprc465_50:119	in	IN(IN)	in
POprc465_50:120	many	JJ(JJ)	many
POprc465_50:121	many	JJ(JJ)	many
POprc465_50:122	other	JJ(JJ)	other
POprc465_50:123	reasons	NNS(NNS)	reason
POprc465_50:124	hh	BR(BR)	
POprc465_50:125	you	PP(DM)	you
POprc465_50:126	know	VVP(DM)	know
POprc465_50:127	m-	XX(XX)	
POprc465_50:128	mladic	NP(NP)	mladic
POprc465_50:129	is	VBZ(VBZ)	be
POprc465_50:130	a	DT(DT)	a
POprc465_50:131	person	NN(NN)	person
POprc465_50:132	that	PRE(PRE)	that
POprc465_50:133	_0	PA(PA)	

POprc465_52:1	none	NN(NN)	none
POprc465_52:2	of	IN(IN)	of
POprc465_52:3	us	PP(PP)	we
POprc465_52:4	after	IN(IN)	after
POprc465_52:5	october	NP(NP)	october
POprc465_52:6	changes	NNS(NNS)	change
POprc465_52:7	_0	PA(PA)	
POprc465_52:8	er	UH(UH)	er
POprc465_52:9	in	IN(IN)	in
POprc465_52:10	serbia	NP(NP)	serbia
POprc465_52:11	knew	VVD(VVD)	know
POprc465_52:12	hh	BR(BR)	
POprc465_52:13	and	CC(CC)	and
POprc465_52:14	that	DT(DT)	that
POprc465_52:15	is	VBZ(VBZ)	be
POprc465_52:16	a	DT(DT)	a
POprc465_52:17	quite	RB(RB)	quite
POprc465_52:18	_0	PA(PA)	
POprc465_52:19	different	JJ(JJ)	different
POprc465_52:20	situation	NN(NN)	situation
POprc465_52:21	but	CC(CC)	but
POprc465_52:22	the	DT(DT)	the
POprc465_52:23	will	NN(NN)	will
POprc465_52:24	is	VBZ(VBZ)	be
POprc465_52:25	strong	JJ(JJ)	strong
POprc465_52:26	and	CC(CC)	and
POprc465_52:27	er	UH(UH)	er
POprc465_52:28	_0	PA(PA)	
POprc465_52:29	the	DT(DT)	the
POprc465_52:30	other	JJ(JJ)	other
POprc465_52:31	events	NNS(NNS)	event
POprc465_52:32	_0	PA(PA)	
POprc465_52:33	hh	BR(BR)	
POprc465_52:34	however	RB(RB)	however
POprc465_52:35	important	JJ(JJ)	important
POprc465_52:36	they	PP(PP)	they
POprc465_52:37	are	VBP(VBP)	be
POprc465_52:38	hh	BR(BR)	
POprc465_52:39	had	VHD(VHD)	have
POprc465_52:40	not	RB(RB)	not
POprc465_52:41	by	IN(IN)	by
POprc465_52:42	no	DT(DT)	no
POprc465_52:43	means	NNS(NNS)	mean
POprc465_52:44	er	UH(UH)	er
POprc465_52:45	_0	PA(PA)	
POprc465_52:46	hh	BR(BR)	
POprc465_52:47	er	UH(UH)	er
POprc465_52:48	influenced	VVN(VVN)	influence
POprc465_52:49	that	DT(DT)	that
POprc465_52:50	strong	JJ(JJ)	strong
POprc465_52:51	political	JJ(JJ)	political
POprc465_52:52	will	NN(NN)	will
POprc465_52:53	to	IN(IN)	to
POprc465_52:54	complete	VV(VV)	complete
POprc465_52:55	cooperation	NN(NN)	cooperation
POprc465_52:56	with	IN(IN)	with
POprc465_52:57	the	DT(DT)	the
POprc465_52:58	icty	NP(NP)	icty
POprc465_52:59	hh	BR(BR)	
POprc465_52:60	and	CC(CC)	and
POprc465_52:61	er	UH(UH)	er
POprc465_52:62	maybe	RB(RB)	maybe
POprc465_52:63	the	DT(DT)	the
POprc465_52:64	best	JJS(JJS)	good
POprc465_52:65	answer	NN(NN)	answer
POprc465_52:66	to	IN(IN)	to
POprc465_52:67	the	DT(DT)	the
POprc465_52:68	question	NN(NN)	question
POprc465_52:69	like	IN(IN)	like
POprc465_52:70	this	DT(DT)	this
POprc465_52:71	i	PP(PP)	i
POprc465_52:72	gave	VVD(VVD)	give
POprc465_52:73	once	RB(RB)	once
POprc465_52:74	to	IN(IN)	to
POprc465_52:75	general	JJ(JJ)	general
POprc465_52:76	prosecutor	NN(NN)	prosecutor
POprc465_52:77	carla	NP(NP)	carla
POprc465_52:78	del	NP(NP)	del
POprc465_52:79	ponte	NP(NP)	ponte
POprc465_52:80	hh	BR(BR)	
POprc465_52:81	er	UH(UH)	er
POprc465_52:82	she	PP(PP)	she
POprc465_52:83	was	VBD(VBD)	be
POprc465_52:84	asking	VVG(VVG)	ask
POprc465_52:85	me	PP(PP)	i
POprc465_52:86	when	WRB(WRB)	when
POprc465_52:87	hh	BR(BR)	
POprc465_52:88	er	UH(UH)	er
POprc465_52:89	i	PP(PP)	i
POprc465_52:90	said	VVD(VVD)	say
POprc465_52:91	yesterday	RB(RB)	yesterday
POprc465_52:92	_0	PA(PA)	
POprc465_52:93	yesterday	RB(RB)	yesterday
POprc465_52:94	is	VBZ(VBZ)	be
POprc465_52:95	the	DT(DT)	the
POprc465_52:96	_1	PA(PA)	
POprc465_52:97	the	DT(DT)	the
POprc465_52:98	most	RBS(RBS)	most
POprc465_52:99	preferable	JJ(JJ)	preferable
POprc465_52:100	day	NN(NN)	day
POprc465_52:101	to	TO(TO)	to
POprc465_52:102	complete	VV(VV)	complete
POprc465_52:103	cooperation	NN(NN)	cooperation
POprc465_52:104	with	IN(IN)	with
POprc465_52:105	icty	NP(NP)	icty
POprc465_52:106	it	PP(PP)	it
POprc465_52:107	's	VBS(VBS)	be
POprc465_52:108	very	RB(RB)	very
POprc465_52:109	simple	JJ(JJ)	simple
POprc465_52:110	you	PP(DM)	you
POprc465_52:111	know	VVP(DM)	know

POprc465_53:1	@@@@@	LA(LA)	

POprc465_54:1	xxxxx	UNI(UNI)	
POprc465_54:2	@@	LA(LA)	

POprc465_55:1	yes	RE(RE)	yes
POprc465_55:2	_2	PA(PA)	

POprc465_56:1	f_merci	FW(FW)	
POprc465_56:2	f_bien	FW(FW)	
POprc465_56:3	f_xxx	FW(FW)	

