POmtg316_1:1	let	VV(VV)	let
POmtg316_147:1	the	DT(DT)	the
POmtg316_147:2	course	NN(NN)	course
POmtg316_147:3	content	NN(NN)	content

POmtg316_148:1	yeah	RE(RE)	yeah
POmtg316_148:2	_1	PA(PA)	
POmtg316_148:3	felt	VVD(VVD)	feel
POmtg316_148:4	it	PP(PP)	it
POmtg316_148:5	was	VBD(VBD)	be
POmtg316_148:6	_0	PA(PA)	
POmtg316_148:7	important	JJ(JJ)	important
POmtg316_148:8	that	IN(IN)	that
POmtg316_148:9	it	PP(PP)	it
POmtg316_148:10	was	VBD(VBD)	be
POmtg316_148:11	signed	VVN(VVN)	sign
POmtg316_148:12	by	IN(IN)	by
POmtg316_148:13	a	DT(DT)	a
POmtg316_148:14	rector	NN(NN)	rector
POmtg316_148:15	_0	PA(PA)	
POmtg316_148:16	sort	RB(RB)	sort
POmtg316_148:17	of	RB(RB)	of
POmtg316_148:18	to	TO(TO)	to
POmtg316_148:19	show	VV(VV)	show
POmtg316_148:20	the	DT(DT)	the
POmtg316_148:21	institutional	JJ(JJ)	institutional
POmtg316_148:22	backing	VVG(NN)	back/backing
POmtg316_148:23	_0	PA(PA)	
POmtg316_148:24	er	UH(UH)	er
POmtg316_148:25	_0	PA(PA)	
POmtg316_148:26	and	CC(CC)	and
POmtg316_148:27	it	PP(PP)	it
POmtg316_148:28	was	VBD(VBD)	be
POmtg316_148:29	really	RB(RB)	really
POmtg316_148:30	_1	PA(PA)	
POmtg316_148:31	the	DT(DT)	the
POmtg316_148:32	main	JJ(JJ)	main
POmtg316_148:33	elements	NNS(NNS)	element
POmtg316_148:34	of	IN(IN)	of
POmtg316_148:35	this	DT(DT)	this
POmtg316_148:36	agreement	NN(NN)	agreement
POmtg316_148:37	er	UH(UH)	er
POmtg316_148:38	_0	PA(PA)	
POmtg316_148:39	slight	JJ(JJ)	slight
POmtg316_148:40	extent	NN(NN)	extent
POmtg316_148:41	_0	PA(PA)	
POmtg316_148:42	the	DT(DT)	the
POmtg316_148:43	topic	NN(NN)	topic
POmtg316_148:44	areas	NNS(NNS)	area
POmtg316_148:45	just	RB(RB)	just
POmtg316_148:46	that	IN(IN)	that
POmtg316_148:47	_0	PA(PA)	
POmtg316_148:48	the	DT(DT)	the
POmtg316_148:49	other	JJ(JJ)	other
POmtg316_148:50	subgroup	NN(NN)	subgroup
POmtg316_148:51	just	RB(RB)	just
POmtg316_148:52	presented	VVD(VVD)	present
POmtg316_148:53	_1	PA(PA)	
POmtg316_148:54	matters	NNS(NNS)	matter
POmtg316_148:55	of	IN(IN)	of
POmtg316_148:56	funding	VVG(NN)	fund/funding
POmtg316_148:57	admission	NN(NN)	admission
POmtg316_148:58	procedures	NNS(NNS)	procedure
POmtg316_148:59	duration	NN(NN)	duration
POmtg316_148:60	of	IN(IN)	of
POmtg316_148:61	the	DT(DT)	the
POmtg316_148:62	program	NN(NN)	program
POmtg316_148:63	where	WRB(WRB)	where
POmtg316_148:64	does	VVZ(VVZ)	do
POmtg316_148:65	it	PP(PP)	it
POmtg316_148:66	start	VV(VV)	start
POmtg316_148:67	where	WRB(WRB)	where
POmtg316_148:68	does	VVZ(VVZ)	do
POmtg316_148:69	it	PP(PP)	it
POmtg316_148:70	finish	VV(VV)	finish

POmtg316_149:1	mhm	RE(RE)	mhm

POmtg316_151:1	amount	NN(NN)	amount
POmtg316_151:2	of	IN(IN)	of
POmtg316_151:3	s_ects	NP(NP)	s_ects
POmtg316_151:4	and	CC(CC)	and
POmtg316_151:5	if	IN(IN)	if
POmtg316_151:6	the	DT(DT)	the
POmtg316_151:7	s_ects	NP(NP)	s_ects
POmtg316_151:8	grading	VVG(NN)	grade/grading
POmtg316_151:9	scale	NN(NN)	scale
POmtg316_151:10	is	VBZ(VBZ)	be
POmtg316_151:11	used	VVN(VVN)	use
POmtg316_151:12	_0	PA(PA)	
POmtg316_151:13	what	WDT(WDT)	what
POmtg316_151:14	type	NN(NN)	type
POmtg316_151:15	of	IN(IN)	of
POmtg316_151:16	exams	NNS(NNS)	exam
POmtg316_151:17	and	CC(CC)	and
POmtg316_151:18	subsequent	JJ(JJ)	subsequent
POmtg316_151:19	assessments	NNS(NNS)	assessment
POmtg316_151:20	are	VBP(VBP)	be
POmtg316_151:21	in	IN(IN)	in
POmtg316_151:22	place	NN(NN)	place
POmtg316_151:23	how	WRB(WRB)	how
POmtg316_151:24	many	JJ(JJ)	many
POmtg316_151:25	courses	NNS(NNS)	course
POmtg316_151:26	are	VBP(VBP)	be
POmtg316_151:27	offered	VVN(VVN)	offer
POmtg316_151:28	and	CC(CC)	and
POmtg316_151:29	who	WP(WP)	who
POmtg316_151:30	is	VBZ(VBZ)	be
POmtg316_151:31	responsible	JJ(JJ)	responsible
POmtg316_151:32	_0	PA(PA)	
POmtg316_151:33	what	WDT(WDT)	what
POmtg316_151:34	quality	NN(NN)	quality
POmtg316_151:35	mechanisms	NNS(NNS)	mechanism
POmtg316_151:36	are	VBP(VBP)	be
POmtg316_151:37	in	IN(IN)	in
POmtg316_151:38	place	NN(NN)	place
POmtg316_151:39	what	WDT(WDT)	what
POmtg316_151:40	type	NN(NN)	type
POmtg316_151:41	of	IN(IN)	of
POmtg316_151:42	_0	PA(PA)	
POmtg316_151:43	degree	NN(NN)	degree
POmtg316_151:44	is	VBZ(VBZ)	be
POmtg316_151:45	given	VVN(VVN)	give
POmtg316_151:46	_0	PA(PA)	
POmtg316_151:47	so	DM(DM)	so
POmtg316_151:48	it	PP(PP)	it
POmtg316_151:49	's	VBS(VBS)	be
POmtg316_151:50	_1	PA(PA)	
POmtg316_151:51	really	RB(RB)	really
POmtg316_151:52	very	RB(RB)	very
POmtg316_151:53	much	JJ(JJ)	much
POmtg316_151:54	the	DT(DT)	the
POmtg316_151:55	same	NN(NN)	same
POmtg316_151:56	_0	PA(PA)	
POmtg316_151:57	perhaps	RB(RB)	perhaps
POmtg316_151:58	it	PP(PP)	it
POmtg316_151:59	should	MD(MD)	shall
POmtg316_151:60	n't	RB(RB)	not
POmtg316_151:61	be	VB(VB)	be
POmtg316_151:62	in	IN(IN)	in
POmtg316_151:63	the	DT(DT)	the
POmtg316_151:64	contract	NN(NN)	contract
POmtg316_151:65	itself	PP(PP)	it
POmtg316_151:66	but	CC(CC)	but
POmtg316_151:67	then	RB(RB)	then
POmtg316_151:68	it	PP(PP)	it
POmtg316_151:69	perhaps	RB(RB)	perhaps
POmtg316_151:70	er	UH(UH)	er
POmtg316_151:71	er	UH(UH)	er
POmtg316_151:72	it	PP(PP)	it
POmtg316_151:73	should	MD(MD)	shall
POmtg316_151:74	be	VB(VB)	be
POmtg316_151:75	in	IN(IN)	in
POmtg316_151:76	a	DT(DT)	a
POmtg316_151:77	_0	PA(PA)	
POmtg316_151:78	in	IN(IN)	in
POmtg316_151:79	an	DT(DT)	a
POmtg316_151:80	appendix	NN(NN)	appendix

POmtg316_152:1	mhm	RE(RE)	mhm

POmtg316_153:1	erm	UH(UH)	erm
POmtg316_153:2	to	IN(IN)	to
POmtg316_153:3	it	PP(PP)	it
POmtg316_153:4	_1	PA(PA)	

POmtg316_154:1	that	DT(DT)	that
POmtg316_154:2	should	MD(MD)	shall
POmtg316_154:3	be	VB(VB)	be
POmtg316_154:4	put	VVN(VVN)	put
POmtg316_154:5	in	IN(IN)	in
POmtg316_154:6	durable	JJ(JJ)	durable
POmtg316_154:7	form	NN(NN)	form
POmtg316_154:8	not	RB(RB)	not
POmtg316_154:9	just	RB(RB)	just
POmtg316_154:10	words	NNS(NNS)	word
POmtg316_154:11	xx	UNI(UNI)	
POmtg316_154:12	but	CC(CC)	but

POmtg316_155:1	hm	RE(RE)	hm
POmtg316_155:2	_0	PA(PA)	
POmtg316_155:3	true	JJ(JJ)	true
POmtg316_155:4	yah	RE(RE)	yah
POmtg316_155:5	yah	RE(RE)	yah

POmtg316_156:1	document	NN(NN)/VV(VV)	document

POmtg316_157:1	yah	RE(RE)	yah

POmtg316_158:1	mhm	RE(RE)	mhm
POmtg316_158:2	_0	PA(PA)	

POmtg316_159:1	er	UH(UH)	er
POmtg316_159:2	can	MD(MD)	can
POmtg316_159:3	i	PP(PP)	i
POmtg316_159:4	can	MD(MD)	can
POmtg316_159:5	i	PP(PP)	i
POmtg316_159:6	_0	PA(PA)	
POmtg316_159:7	ask	VV(VV)	ask
POmtg316_159:8	_0	PA(PA)	
POmtg316_159:9	because	IN(IN)	because
POmtg316_159:10	there	EX(EX)	there
POmtg316_159:11	seems	VVZ(VVZ)	seem
POmtg316_159:12	to	TO(TO)	to
POmtg316_159:13	be	VB(VB)	be
POmtg316_159:14	also	RB(RB)	also
POmtg316_159:15	again	RB(RB)	again
POmtg316_159:16	_0	PA(PA)	
POmtg316_159:17	erm	UH(UH)	erm
POmtg316_159:18	_1	PA(PA)	
POmtg316_159:19	parts	NNS(NNS)	part
POmtg316_159:20	of	IN(IN)	of
POmtg316_159:21	the	DT(DT)	the
POmtg316_159:22	things	NNS(NNS)	thing
POmtg316_159:23	that	PRE(PRE)	that
POmtg316_159:24	you	PP(PP)	you
POmtg316_159:25	've	VHP(VHP)	have
POmtg316_159:26	listed	VVN(VVN)	list
POmtg316_159:27	_0	PA(PA)	
POmtg316_159:28	are	VBP(VBP)	be
POmtg316_159:29	relevant	JJ(JJ)	relevant
POmtg316_159:30	for	IN(IN)	for
POmtg316_159:31	the	DT(DT)	the
POmtg316_159:32	development	NN(NN)	development
POmtg316_159:33	part	NN(NN)	part
POmtg316_159:34	_0	PA(PA)	
POmtg316_159:35	and	CC(CC)	and
POmtg316_159:36	some	DT(DT)	some
POmtg316_159:37	other	JJ(JJ)	other
POmtg316_159:38	parts	NNS(NNS)	part
POmtg316_159:39	are	VBP(VBP)	be
POmtg316_159:40	relevant	JJ(JJ)	relevant
POmtg316_159:41	for	IN(IN)	for
POmtg316_159:42	_0	PA(PA)	

POmtg316_160:1	hm	RE(RE)	hm

POmtg316_161:1	mhm	RE(RE)	mhm

POmtg316_162:1	them	PP(PP)	they
POmtg316_162:2	to	TO(TO)	to
POmtg316_162:3	discuss	VV(VV)	discuss
POmtg316_162:4	_1	PA(PA)	
POmtg316_162:5	erm	UH(UH)	erm
POmtg316_162:6	_0	PA(PA)	
POmtg316_162:7	for	IN(IN)	for
POmtg316_162:8	_0	PA(PA)	
POmtg316_162:9	the	DT(DT)	the
POmtg316_162:10	sustainable	JJ(JJ)	sustainable
POmtg316_162:11	_1	PA(PA)	
POmtg316_162:12	program	NN(NN)	program
POmtg316_162:13	part	NN(NN)	part
POmtg316_162:14	_1	PA(PA)	

POmtg316_163:1	mhm	RE(RE)	mhm

POmtg316_164:1	like	DM(DM)/IN(IN)	like
POmtg316_164:2	for	RB(RB)	for
POmtg316_164:3	example	RB(RB)	example
POmtg316_164:4	you	PP(PP)	you
POmtg316_164:5	said	VVD(VVD)	say
POmtg316_164:6	initially	RB(RB)	initially
POmtg316_164:7	_0	PA(PA)	
POmtg316_164:8	some	DT(DT)	some
POmtg316_164:9	sort	NN(NN)	sort
POmtg316_164:10	of	IN(IN)	of
POmtg316_164:11	letter	NN(NN)	letter
POmtg316_164:12	of	NN(NN)	of
POmtg316_164:13	intent	NN(NN)	intent

POmtg316_165:1	mhm	RE(RE)	mhm

POmtg316_166:1	that	DT(DT)/PRE(PRE)	that
POmtg316_166:2	would	MD(MD)	will
POmtg316_166:3	be	VB(VB)	be
POmtg316_166:4	for	IN(IN)	for
POmtg316_166:5	the	DT(DT)	the
POmtg316_166:6	_0	PA(PA)	

POmtg316_167:1	yeah	RE(RE)	yeah

POmtg316_168:1	for	IN(IN)	for
POmtg316_168:2	the	DT(DT)	the
POmtg316_168:3	_0	PA(PA)	

POmtg316_169:1	yeah	RE(RE)	yeah

POmtg316_170:1	for	IN(IN)	for
POmtg316_170:2	the	DT(DT)	the
POmtg316_170:3	process	NN(NN)	process
POmtg316_170:4	part	NN(NN)	part

POmtg316_171:1	hm	RE(RE)	hm

POmtg316_172:1	mhm	RE(RE)	mhm

POmtg316_173:1	mhm	RE(RE)	mhm
POmtg316_173:2	_1	PA(PA)	

POmtg316_174:1	so	DM(DM)	so
POmtg316_174:2	you	PP(PP)	you
POmtg316_174:3	see	VVP(VVP)	see
POmtg316_174:4	this	DT(DT)	this
POmtg316_174:5	these	DT(DT)	these
POmtg316_174:6	are	VBP(VBP)	be
POmtg316_174:7	the	DT(DT)	the
POmtg316_174:8	things	NNS(NNS)	thing
POmtg316_174:9	that	PRE(PRE)	that
POmtg316_174:10	i	PP(PP)	i
POmtg316_174:11	was	VBD(VBD)	be
POmtg316_174:12	trying	VVG(VVG)	try
POmtg316_174:13	to	TO(TO)	to
POmtg316_174:14	sort	RB(RB)	sort
POmtg316_174:15	of	RB(RB)	of
POmtg316_174:16	make	VV(VV)	make
POmtg316_174:17	a	DT(DT)	a
POmtg316_174:18	distinction	NN(NN)	distinction
POmtg316_174:19	between	IN(IN)	between
POmtg316_174:20	the	DT(DT)	the
POmtg316_174:21	process	NN(NN)	process
POmtg316_174:22	and	CC(CC)	and
POmtg316_174:23	_0	PA(PA)	
POmtg316_174:24	the	DT(DT)	the
POmtg316_174:25	process	NN(NN)	process
POmtg316_174:26	of	IN(IN)	of
POmtg316_174:27	developing	VVG(VVG)	develop
POmtg316_174:28	_1	PA(PA)	

POmtg316_176:1	but	CC(CC)	but
POmtg316_176:2	what	WP(WP)	what
POmtg316_176:3	do	VVP(VVP)	do
POmtg316_176:4	you	PP(PP)	you
POmtg316_176:5	think	VV(VV)	think

POmtg316_177:1	but	CC(CC)	but
POmtg316_177:2	but	CC(CC)	but
POmtg316_177:3	but	CC(CC)	but
POmtg316_177:4	it	PP(PP)	it
POmtg316_177:5	_0	PA(PA)	
POmtg316_177:6	this	DT(DT)	this
POmtg316_177:7	is	VBZ(VBZ)	be
POmtg316_177:8	their	PP$(PP$)	they
POmtg316_177:9	sort	NN(NN)	sort
POmtg316_177:10	of	IN(IN)	of
POmtg316_177:11	the	DT(DT)	the
POmtg316_177:12	headlines	NNS(NNS)	headline
POmtg316_177:13	in	IN(IN)	in
POmtg316_177:14	contracts	NNS(NNS)	contract
POmtg316_177:15	and	CC(CC)	and
POmtg316_177:16	agreements	NNS(NNS)	agreement
POmtg316_177:17	and	CC(CC)	and
POmtg316_177:18	and	CC(CC)	and
POmtg316_177:19	they	PP(PP)	they
POmtg316_177:20	would	MD(MD)	will
POmtg316_177:21	have	VH(VH)	have
POmtg316_177:22	to	TO(TO)	to
POmtg316_177:23	be	VB(VB)	be
POmtg316_177:24	entered	VVN(VVN)	enter
POmtg316_177:25	before	IN(IN)	before
POmtg316_177:26	_1	PA(PA)	
POmtg316_177:27	a	DT(DT)	a
POmtg316_177:28	program	NN(NN)	program
POmtg316_177:29	_0	PA(PA)	
POmtg316_177:30	is	VBZ(VBZ)	be
POmtg316_177:31	actually	RB(RB)	actually
POmtg316_177:32	up	RP(RP)	up
POmtg316_177:33	and	CC(CC)	and
POmtg316_177:34	running	VVG(VVG)	run
POmtg316_177:35	_0	PA(PA)	
POmtg316_177:36	so	DM(DM)	so
POmtg316_177:37	this	DT(DT)	this
POmtg316_177:38	would	MD(MD)	will
POmtg316_177:39	have	VH(VH)	have
POmtg316_177:40	_0	PA(PA)	
POmtg316_177:41	to	TO(TO)	to
POmtg316_177:42	be	VB(VB)	be
POmtg316_177:43	before	RB(RB)	before
POmtg316_177:44	_0	PA(PA)	
POmtg316_177:45	but	CC(CC)	but
POmtg316_177:46	er	UH(UH)	er
POmtg316_177:47	all	DT(DT)	all
POmtg316_177:48	very	RB(RB)	very
POmtg316_177:49	_0	PA(PA)	
POmtg316_177:50	important	JJ(JJ)	important
POmtg316_177:51	issues	NNS(NNS)	issue
POmtg316_177:52	that	PRE(PRE)	that
POmtg316_177:53	need	VVP(VVP)	need
POmtg316_177:54	to	TO(TO)	to
POmtg316_177:55	be	VB(VB)	be
POmtg316_177:56	addressed	VVN(VVN)	address
POmtg316_177:57	before	IN(IN)	before
POmtg316_177:58	a	DT(DT)	a
POmtg316_177:59	program	NN(NN)	program
POmtg316_177:60	can	MD(MD)	can
POmtg316_177:61	actually	RB(RB)	actually
POmtg316_177:62	go	VV(VV)	go
POmtg316_177:63	into	IN(IN)	into
POmtg316_177:64	existence	NN(NN)	existence

POmtg316_178:1	mhm	RE(RE)	mhm
POmtg316_178:2	_2	PA(PA)	

POmtg316_179:1	i	PP(PP)	i
POmtg316_179:2	would	MD(MD)	will
POmtg316_179:3	think	VV(VV)	think
POmtg316_179:4	_1	PA(PA)	

POmtg316_180:1	yeah	RE(RE)	yeah
POmtg316_180:2	but	CC(CC)	but
POmtg316_180:3	before	IN(IN)	before
POmtg316_180:4	they	PP(PP)	they
POmtg316_180:5	even	RB(RB)	even
POmtg316_180:6	start	VVP(VVP)	start
POmtg316_180:7	they	PP(PP)	they
POmtg316_180:8	would	MD(MD)	will
POmtg316_180:9	not	RB(RB)	not
POmtg316_180:10	_0	PA(PA)	
POmtg316_180:11	i	PP(DM)	i
POmtg316_180:12	mean	VVP(DM)	mean
POmtg316_180:13	when	WRB(WRB)	when
POmtg316_180:14	they	PP(PP)	they
POmtg316_180:15	start	VVP(VVP)	start
POmtg316_180:16	discussing	VVG(VVG)	discuss
POmtg316_180:17	then	RB(RB)	then
POmtg316_180:18	hh	BR(BR)	
POmtg316_180:19	i	PP(PP)	i
POmtg316_180:20	think	VVP(VVP)	think
POmtg316_180:21	there	EX(EX)	there
POmtg316_180:22	was	VBD(VBD)	be
POmtg316_180:23	like	DM(DM)	like
POmtg316_180:24	initial	JJ(JJ)	initial
POmtg316_180:25	_0	PA(PA)	
POmtg316_180:26	what	WP(WP)	what
POmtg316_180:27	did	VVD(VVD)	do
POmtg316_180:28	you	PP(PP)	you
POmtg316_180:29	say	VV(VV)	say
POmtg316_180:30	initial	JJ(JJ)	initial
POmtg316_180:31	_1	PA(PA)	
POmtg316_180:32	intent	NN(NN)	intent

POmtg316_181:1	initially	RB(RB)	initially
POmtg316_181:2	it	PP(PP)	it
POmtg316_181:3	was	VBD(VBD)	be
POmtg316_181:4	letter	NN(NN)	letter
POmtg316_181:5	of	NN(NN)	of
POmtg316_181:6	intent	NN(NN)	intent
POmtg316_181:7	simply	RB(RB)	simply
POmtg316_181:8	_0	PA(PA)	
POmtg316_181:9	half	PDT(PDT)	half
POmtg316_181:10	a	DT(DT)	a
POmtg316_181:11	page	NN(NN)	page
POmtg316_181:12	perhaps	RB(RB)	perhaps
POmtg316_181:13	_0	PA(PA)	
POmtg316_181:14	all	PDT(PDT)	all
POmtg316_181:15	the	DT(DT)	the
POmtg316_181:16	rest	NN(NN)	rest
POmtg316_181:17	_0	PA(PA)	
POmtg316_181:18	which	PRE(PRE)	which
POmtg316_181:19	is	VBZ(VBZ)	be
POmtg316_181:20	the	DT(DT)	the
POmtg316_181:21	paramount	JJ(JJ)	paramount
POmtg316_181:22	part	NN(NN)	part
POmtg316_181:23	of	IN(IN)	of
POmtg316_181:24	this	DT(DT)	this
POmtg316_181:25	_0	PA(PA)	
POmtg316_181:26	was	VBD(VBD)	be
POmtg316_181:27	actually	RB(RB)	actually
POmtg316_181:28	the	DT(DT)	the
POmtg316_181:29	the	DT(DT)	the
POmtg316_181:30	written	JJ(JJ)	written
POmtg316_181:31	agreement	NN(NN)	agreement
POmtg316_181:32	_1	PA(PA)	
POmtg316_181:33	the	DT(DT)	the
POmtg316_181:34	one	NN(NN)	one
POmtg316_181:35	that	PRE(PRE)	that
POmtg316_181:36	actually	RB(RB)	actually
POmtg316_181:37	says	VVZ(VVZ)	say
POmtg316_181:38	_0	PA(PA)	
POmtg316_181:39	all	RB(RB)	all
POmtg316_181:40	right	RB(RB)	right
POmtg316_181:41	after	IN(IN)	after
POmtg316_181:42	we	PP(PP)	we
POmtg316_181:43	've	VHP(VHP)	have
POmtg316_181:44	signed	VVN(VVN)	sign
POmtg316_181:45	this	DT(DT)	this
POmtg316_181:46	we	PP(PP)	we
POmtg316_181:47	can	MD(MD)	can
POmtg316_181:48	go	VV(VV)	go
POmtg316_181:49	on	RP(RP)	on
POmtg316_181:50	_0	PA(PA)	
POmtg316_181:51	we	PP(PP)	we
POmtg316_181:52	can	MD(MD)	can
POmtg316_181:53	actually	RB(RB)	actually
POmtg316_181:54	start	VV(VV)	start
POmtg316_181:55	_1	PA(PA)	

POmtg316_182:1	but	CC(CC)	but
POmtg316_182:2	er	UH(UH)	er
POmtg316_182:3	prac-	XX(XX)	
POmtg316_182:4	practically	RB(RB)	practically
POmtg316_182:5	speaking	VVG(VVG)	speak
POmtg316_182:6	erm	UH(UH)	erm
POmtg316_182:7	_0	PA(PA)	

POmtg316_183:1	yeah	RE(RE)	yeah
POmtg316_183:2	so	DM(DM)	so

POmtg316_184:1	oh	UH(UH)	oh
POmtg316_184:2	it	PP(PP)	it
POmtg316_184:3	does	VVZ(VVZ)	do
POmtg316_184:4	n't	RB(RB)	not
POmtg316_184:5	really	RB(RB)	really
POmtg316_184:6	matter	VV(VV)	matter
POmtg316_184:7	you	PP(PP)	you
POmtg316_184:8	'd	MD(MD)	will
POmtg316_184:9	only	RB(RB)	only
POmtg316_184:10	have	VH(VH)	have
POmtg316_184:11	one	CD(CD)	one
POmtg316_184:12	really	RB(RB)	really

POmtg316_185:1	yeah	RE(RE)	yeah
POmtg316_185:2	because	IN(IN)	because

POmtg316_186:1	one	CD(CD)	one
POmtg316_186:2	agreement	NN(NN)	agreement
POmtg316_186:3	_0	PA(PA)	

POmtg316_187:1	i	PP(PP)	i
POmtg316_187:2	i	PP(PP)	i
POmtg316_187:3	i	PP(PP)	i
POmtg316_187:4	think	VVP(VVP)	think
POmtg316_187:5	you	PP(DM)	you
POmtg316_187:6	know	VVP(DM)	know
POmtg316_187:7	in	IN(IN)	in
POmtg316_187:8	terms	IN(IN)	term
POmtg316_187:9	of	IN(IN)	of
POmtg316_187:10	workload	NN(NN)	workload
POmtg316_187:11	you	PP(DM)	you
POmtg316_187:12	know	VVP(DM)	know
POmtg316_187:13	we	PP(PP)	we
POmtg316_187:14	we	PP(PP)	we
POmtg316_187:15	tend	VVP(VVP)	tend
POmtg316_187:16	to	TO(TO)	to
POmtg316_187:17	just	RB(RB)	just
POmtg316_187:18	to	TO(TO)	to
POmtg316_187:19	have	VH(VH)	have
POmtg316_187:20	one	CD(CD)	one
POmtg316_187:21	you	PP(DM)	you
POmtg316_187:22	know	VVP(DM)	know
POmtg316_187:23	agreement	NN(NN)	agreement
POmtg316_187:24	and	CC(CC)	and
POmtg316_187:25	_0	PA(PA)	

POmtg316_188:1	absolutely	RB(RB)	absolutely

POmtg316_189:1	not	RB(RB)	not
POmtg316_189:2	to	TO(TO)	to
POmtg316_189:3	make	VV(VV)	make
POmtg316_189:4	two	CD(CD)	two
POmtg316_189:5	_1	PA(PA)	
POmtg316_189:6	you	PP(DM)	you
POmtg316_189:7	know	VVP(DM)	know
POmtg316_189:8	like	DM(DM)	like

POmtg316_190:1	no	RE(RE)	no
POmtg316_190:2	well	DM(DM)	well
POmtg316_190:3	but	CC(CC)	but
POmtg316_190:4	yes	RE(RE)	yes

POmtg316_191:1	cos	IN(IN)	cos
POmtg316_191:2	it	PP(PP)	it
POmtg316_191:3	's	VBS(VBS)	be

POmtg316_192:1	well	DM(DM)	well
POmtg316_192:2	sha-	XX(XX)	
POmtg316_192:3	shall	MD(MD)	shall
POmtg316_192:4	we	PP(PP)	we
POmtg316_192:5	talk	VV(VV)	talk
POmtg316_192:6	about	IN(IN)	about
POmtg316_192:7	er	UH(UH)	er
POmtg316_192:8	_0	PA(PA)	
POmtg316_192:9	shall	MD(MD)	shall
POmtg316_192:10	we	PP(PP)	we
POmtg316_192:11	speak	VV(VV)	speak
POmtg316_192:12	about	IN(IN)	about
POmtg316_192:13	_0	PA(PA)	
POmtg316_192:14	project	NN(NN)	project
POmtg316_192:15	phase	NN(NN)	phase
POmtg316_192:16	and	CC(CC)	and
POmtg316_192:17	a	DT(DT)	a
POmtg316_192:18	program	NN(NN)	program
POmtg316_192:19	phase	NN(NN)	phase
POmtg316_192:20	_2	PA(PA)	
POmtg316_192:21	project	NN(NN)	project
POmtg316_192:22	is	VBZ(VBZ)	be

POmtg316_193:1	hm	RE(RE)	hm

POmtg316_194:1	mhm	RE(RE)	mhm

POmtg316_195:1	mhm	RE(RE)	mhm

POmtg316_196:1	is	VBZ(VBZ)	be
POmtg316_196:2	this	DT(DT)	this
POmtg316_196:3	er	UH(UH)	er

POmtg316_197:1	mhm	RE(RE)	mhm

POmtg316_198:1	process	NN(NN)	process
POmtg316_198:2	_0	PA(PA)	
POmtg316_198:3	towards	IN(IN)	towards
POmtg316_198:4	_0	PA(PA)	

POmtg316_199:1	hm	RE(RE)	hm

POmtg316_200:1	erm	UH(UH)	erm
POmtg316_200:2	creating	VVG(VVG)	create
POmtg316_200:3	a	DT(DT)	a
POmtg316_200:4	program	NN(NN)	program
POmtg316_200:5	which	PRE(PRE)	which
POmtg316_200:6	will	MD(MD)	will
POmtg316_200:7	be	VB(VB)	be
POmtg316_200:8	run	VVN(VVN)	run
POmtg316_200:9	and	CC(CC)	and
POmtg316_200:10	managed	VVN(VVN)	manage

POmtg316_201:1	hm	RE(RE)	hm

POmtg316_202:1	mhm	RE(RE)	mhm
POmtg316_202:2	_0	PA(PA)	

POmtg316_203:1	mhm	RE(RE)	mhm
POmtg316_203:2	_2	PA(PA)	

POmtg316_204:1	so	DM(DM)	so
POmtg316_204:2	when	WRB(WRB)	when
POmtg316_204:3	we	PP(PP)	we
POmtg316_204:4	are	VBP(VBP)	be
POmtg316_204:5	talking	VVG(VVG)	talk
POmtg316_204:6	about	IN(IN)	about
POmtg316_204:7	a	DT(DT)	a
POmtg316_204:8	project	NN(NN)	project
POmtg316_204:9	we	PP(PP)	we
POmtg316_204:10	are	VBP(VBP)	be
POmtg316_204:11	talking	VVG(VVG)	talk
POmtg316_204:12	about	IN(IN)	about
POmtg316_204:13	processes	NNS(NNS)	process
POmtg316_204:14	_0	PA(PA)	

POmtg316_205:1	yes	RE(RE)	yes

POmtg316_206:1	am	VBP(VBP)	be
POmtg316_206:2	i	PP(PP)	i
POmtg316_206:3	right	JJ(JJ)	right

POmtg316_207:1	yes	RE(RE)	yes

POmtg316_208:1	a_[S2]	NP(NP)	

POmtg316_209:1	yes	RE(RE)	yes
POmtg316_209:2	_0	PA(PA)	
POmtg316_209:3	exactly	RB(RB)	exactly
POmtg316_209:4	_0	PA(PA)	

POmtg316_210:1	and	CC(CC)	and
POmtg316_210:2	_1	PA(PA)	
POmtg316_210:3	the	DT(DT)	the
POmtg316_210:4	program	NN(NN)	program
POmtg316_210:5	starts	VVZ(VVZ)	start
POmtg316_210:6	with	IN(IN)	with
POmtg316_210:7	the	DT(DT)	the
POmtg316_210:8	letter	NN(NN)	letter
POmtg316_210:9	of	NN(NN)	of
POmtg316_210:10	intent	NN(NN)	intent
POmtg316_210:11	_1	PA(PA)	
POmtg316_210:12	maybe	RB(RB)	maybe

POmtg316_211:1	no	RE(RE)	no
POmtg316_211:2	it	PP(PP)	it
POmtg316_211:3	has	VHZ(VHZ)	have
POmtg316_211:4	to	TO(TO)	to
POmtg316_211:5	have	VH(VH)	have
POmtg316_211:6	a	DT(DT)	a

POmtg316_212:1	project	NN(NN)	project
POmtg316_212:2	starts	NNS(NNS)	start
POmtg316_212:3	with	IN(IN)	with
POmtg316_212:4	a	DT(DT)	a
POmtg316_212:5	letter	NN(NN)	letter

POmtg316_213:1	xx	UNI(UNI)	
